ID,HashTags,TweetText,mentions_other,User,ritter_candidates,calai_candidates,stanford_candidates
172,,"United Airlines thanks Carter Page, Devin Nunes and most importantly Sean Spicer","United Airlines,Carter Page,Devin Nunes,sean spicer",sabrinasingh24,"united airlines,carter page,devin nunes,sean spicer","['devin nunes', 'united airlines', 'carter page', 'sean spicer']","united airlines,carter,devin nunes,sean spicer"
173,,I know you are not trying to say Trump was right about illegal wiretapping by PBO. Worst spin of a legal FISA warrant by FBI.... ever.,"Trump,PBO;FISA,FBI;",upsnodowns,"trump,pbo,fbi",['fbi'],trump
174,,But her eemmmaaaaiiiiiiiiilllllllllllsssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,,RSWestmoreland,,[],
175,,TRUMPLAND TODAY Sean Spicer says Hitler didn't gas anyone. Carter Page says FBI surveillance of him is like spying on Martin Luther King,"TRUMPLAND,sean spicer,Hitler;Carter Page,FBI,Martin Luther King",joesentme,"sean spicer,hitler,carter page,fbi,martin luther","['luther king', 'fbi', 'carter page', 'hitler', 'sean spicer']","sean spicer,hitler,fbi,martin luther king"
176,,NOT breaking- (to those of us paying attention ) thanks to @LouiseMensch,,sahmiya_says_GO,,[],
177,,"But those @HillaryClinton emails........(looking for ""head exploding"" emoji)",,Aiims1742,,[],
178,,"I created this Tease for ""carter page"" using T. Go to  to create &amp; share a Tease for any topic.",Carter Page,TipTop_News,carter page,[],
179,,It's like they don't get that what's been confirmed here is that there is major evidence of collusion.,,IsobelCarr,,[],
180,,"Will someone tell the MSM? Oh yeah, they already know.",MSM;,RedStateRule,,[],
181,,The FBI obtained a warrant to monitor former Trump adviser Carter Page.,"FBI,Trump,Carter Page",BostonGlobe,"fbi,trump,carter page","['adviser', 'fbi', 'carter page']","fbi,trump,carter page."
182,,@matt_rawlik here's those FISA's we were talking about,FISA,ARaw45,,[],
183,,"@AAANYC1 @M2324M @THXOne138 @cnnbrk Maybe you prefer the word of @Sebastiangorka, or Carter Page, Manafort, or Tillerson. Nothing to see comrade.","Carter Page,Manafort,Tillerson;",MssAnthrope,carter page,['carter page'],
184,,@ResistanceParty Oh is this the oil industry consultant Carter Page?? &amp; Who pray tell recommended him??,;,AssHrdRndWorld,carter page,"['oil', 'carter page', 'him', 'the oil industry consultant']",carter
185,SDLive,"Washington Post app download 

  Carter Page",Washington Post;Carter Page,googleplay_aps,"washington post,carter page","['washington post', 'carter page', 'washington post']","washington post,carter page"
186,,CEO of Russia Oil offered Trump adviser he felt deal to get US sanctions lifted:,"CEO,Russia,Russia Oil,Trump,US",JC12Tx,"russia,trump","['us', 'russia oil', 'ceo', 'trump adviser', 'russia oil offered trump adviser he felt deal to get us sanctions']","russia,trump,us"
187,,"So...either Trump was duped or was complicit

",Trump,SC_Ropp,trump,[],trump
188,,quel surprise!    FBI obtained FISA warrant to monitor former Trump adviser Carter Page,";FBI,FISA,Trump,Carter Page",pattirmuller,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page"
189,,Why didnt FBI annouce that investigation,FBI,razzberry1947,,['fbi'],fbi
190,,This may be awkward....,,LetsTrekSpain,,[],
191,inners,"Relieved that Trump only surrounds himself with the best people-the best people with Russian ties: Carter Page,Flynn,Manafort...
","Trump,Russian,Carter Page,Flynn,Manafort",ChiOneToo,"trump,russian,carter page,flynn,manafort",['carter page'],"trump,carter"
192,"Trumprussia, russiagate",Carter Page under investigation for suspicious Russian ties,"Carter Page,Russian",lfbensimon,"carter page,suspicious russian",['carter page'],carter page
193,,So the second domino falls - who gets the best deal??? Hope they took his passport,;,jprah1,,[],
194,russiagate,"Think @maddow will be telling the ""Carter Page to Russia with Love"" story tonight?","Carter Page,Russia",Storeees,"carter page,russia with love",['russia'],russia
195,,"@realDonaldTrump Yep, Carter Page was being survield. FISA warrent issued, you asked Russia to find 30K @HillaryClinton emails hose coming","Carter Page;FISA,Russia",EHines44,"carter page,russia","['carter page', 'russia']","carter page,russia"
196,,The FBI don't drop a dime until its time.,FBI;,ScamGoggles,,['fbi'],fbi
197,bfd,A freaking .,,rachelvalentine,,[],
198,,@washingtonpost Carter Page is despicable.,Carter Page,Lorrenitram,carter page,['carter page'],
199,,Our incompetent lazy MSM is always late to the party  @LouiseMensch @MelissaJPeltier @RVAwonk,MSM,Ralfoo7,msm,['@louisemensch @melissajpeltier @rvawonk'],msm
200,,"@AAANYC1 @M2324M @THXOne138 @cnnbrk Like this, you mean?",,PhysicalPolitik,,[],
201,,Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"Carter Page,FBI,FISA,",FoxNews,carter page,"['adviser', 'fbi', 'carter page']","carter,fbi,fisa"
202,CarterPage,.@KeithOlbermann - In one of vids he said to keep an eye on . Good call!,;,DinoRamirez72,,[],
203,,This is like the Warriors claiming they won back to back championships...,Warriors,FrankChow,the warriors,[],
204,"CarterPage, TrumpRussia","Recruited as a spy by Russia, foreign policy advisor  being investigated as part of  case.",Russia,McSaddle,russia,"['a spy', 'russia', 'foreign policy advisor']",
205,,I will not spend the night reading about Trump I will not spend the night reading about Trump I will not spend the night reading about Trump,"trump,trump,trump",moonlighthalo,"trump,trump",[],"trump,trump,trump"
206,,"&amp; for those Breitbarters thinking this is proof of untoward surveillance?If there's a finding that Page WAS a foreign agent, Trump is toast","Breitbarters;Page,Trump",tummler10,trump,[],trump
207,Trump,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post. Fish Rots from,"FBI,FISA,Trump,Carter Page,Washington Post;",MorrisonRP,"fbi,trump,carter page,the washington post","['adviser', 'fbi', 'carter page', 'the washington post', 'the washington post']","fbi,fisa,trump,washington"
208,,"@USARedOrchestra  Yes, and just a few weeks ago DJT was tripping over himself distancing from Carter Page. Now we know why.","DJT,Carter Page;",sonjastahlhut,carter page,['carter page'],carter
209,,trump is now original classifying authority right &amp; can just unilaterally declassify anything he wants. carter page,trump;Carter Page,nvrqt,"trump,carter page",['carter page'],
210,,AND then there is this... Proof that Susan Rice had every legal right to unmask names under Obama's term &amp; we owe them TY for protecting USA,";Susan Rice,Obama,USA",chelsea_craft,"susan rice,obama,usa","['susan rice', 'usa']","susan rice,usa"
211,"SDLive, OffendEveryoneIn4Words, BGC17","Top 5:
1: Sean Spicer
2:  +9
3: Carter Page -1
4: 
5:  +6",;sean spicer;;Carter Page;;,Trends5USA,"sean spicer,carter page","['sean spicer', 'carter page']",sean spicer
212,,"Also, WaPo reporting on a FISA warrant last year that's now part of the Russia investigation:","WaPo,FISA,Russia",RamCNN,"wapo,russia",['russia'],"wapo,russia"
213,,And now here's something you'll really enjoy!,,rongiordan,,[],
214,,"WP report that FISA court believed Carter Page was acting as Foreign Agent of the Russians,""an operative posing as a diplomat""","WP,FISA,Carter Page,Foreign Agent,Russians",foreignpolicy77,carter page,"['fisa court', 'carter page', 'a diplomat']",carter page
215,"SDLive, BGC17, TheFosters",Russia Warns Of Serious Consequences From U.S. Strike In Syria  Sean Spicer  Carter Page,"Russia,U.S. Strike,Syria,sean spicer,Carter Page",Officialoscrape,"russia,u.s. strike,syria sean spicer carter","['u.s.', 'russia', 'sean spicer  carter page']","russia,u.s.,syria sean spicer carter page"
216,,WashPo: Judge approved FBI request to monitor Trump aide Carter Page,"FBI,Trump,Carter Page",wvjoe911,"trump,carter page","['trump aide', 'judge', 'fbi', 'carter page']","fbi,trump,carter page"
217,,"FBI showed probable cause that Trump associate Carter Page was acting as an agent of foreign power, Russia.","FBI,Trump,Carter Page,Russia",4free_Ukraine,"trump,carter page,russia","['fbi', 'russia', 'carter page']","fbi,trump,carter page"
218,,"FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post 
WHO GAVE ORDERS ? Barry","FBI,FISA,Trump,Carter Page,Washington Post;;Barry",Tolltac,"fbi,trump,carter page,the washington post,barry","['adviser', 'who', 'fbi', 'carter page', 'the washington post']","fbi,fisa,trump,washington post,barry"
219,,He wasn't allowed to,,kantwistaye,,[],
220,,@ByronYork Oh. And there will never be any charges for Carter Page. B as in B and S as in S. BS!  Will only prove Obama Admin did surveil Trump in end.,"Carter Page;;;obama,Obama Admin,Trump",straight_austin,"carter page,obama admin,trump",['carter page'],"carter,obama admin,trump"
221,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post: Washington Post FBI,"FBI,FISA,Trump,Carter Page,Washington Post,Washington Post,FBI",DoyleGlobal,"fbi,trump,carter page,washington post,washington post fbi","['washington post', 'adviser', 'fbi', 'fbi', 'washington post', 'washington post', 'carter page']","fbi,fisa,trump,carter page,washington,washington post fbi"
222,"Trump, FBI","FISA Warrant was issued for  advisor Carter Page.  

","FISA,Carter Page",GloriaBB2,carter page,"['carter page', 'advisor']","fisa warrant,carter page."
223,,"@MaxBoot Sean Spicer, Carter Page and now Devin Nunes. It's like Christmas!","sean spicer,Carter Page,Devin Nunes;Christmas",steph_bello,"sean spicer,carter page,devin nunes,christmas","['sean spicer', 'carter page', 'christmas', 'devin nunes']","sean spicer, carter page,devin"
224,,@JeffSessions brought on Carter Page to the Trump campaign &amp; then lied under Oath to Congress about communications with the Russians. RESIGN,"Carter Page,Trump,Congress,Russians;",3ChicsPolitico,"carter page,trump,congress","['congress', 'carter page']","trump,congress"
225,,BOOM!  @LouiseMensch had it all the way,;,awv2000,,[],
226,TheResistance,"Not so surprising facts: 

3. Earth is round
2. The Sun is the center of the Solar System 
1. Carter Page had a FISA warrant",";;;Earth;;Sun,Solar System;;Carter Page,FISA",TrumpIsNotLegit,carter page,['carter page'],carter page
227,,"If you are a Trump/Russia denier, theres still time to repent",Trump/Russia,jaredburgin,,['russia'],
228,,"FBI obtained FISA warrant to monitor former Trump adviser Carter Page The Washington Post
Another Russia connection!","FBI,FISA,Trump,Carter Page,Washington Post;Russia",GhoulemsGhost,"fbi,trump,carter page the washington post,russia","['fbi', 'russia', 'washington post', 'carter page', 'adviser']","fbi,fisa,trump,washington post,russia"
229,,More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent.,"United States Foreign Intelligence Surveillance Court,Carter Page",TEDX2000,"united states foreign intelligence surveillance court,carter page","['united states foreign intelligence surveillance court', 'advisor', 'carter page']","united states foreign intelligence surveillance court,carter page"
230,,"@ddiamond @juliettekayyem Holy crap man. Stop. It's not in doubt.  It's 100%. Multiple people, in touch, coordinating. Stop.",;;;;;;,JKHoro,,[],
231,trumprussia,"Confirming FISA warrant for Carter Page confirms FBI is not backing down.

","FISA,Carter Page,FBI",YouCowardlyLion,"fisa,carter page,fbi","['fbi', 'carter page']",fbi
232,,Dude's gonna sing like a bird.,,GrantGambling,,[],
233,,The part where he likens himself to MLK is particularly vile.,MLK,mornyngstar,mlk,[],
234,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,FISA,Trump,Carter Page,Washington Post",8ballpoolhacksc,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post"
235,,FBI obtained warrant for surveillance on Russia-linked Trump adviser Carter Page -,"FBI,Trump,Carter Page",NewYorkNewz,"fbi,russia-linked trump,carter page","['trump adviser', 'fbi', 'carter page']","fbi,trump"
236,"TopStories, paedobritain",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,FISA,Trump,Carter Page,Washington Post",PaedoAbuseLiars,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post"
237,,A 2-boot drop...,,ofpeopl,,[],
238,,"""Carter Page"" Flynn &amp; Manafort share the following bond:
On Trump team &gt;Lied &gt;Putin &gt;FBI has good reason to believe they are foreign agents.","Carter Page,Flynn,Manafort;Trump,FBI",TaniaBaller,"carter page,flynn,trump,fbi","['putin', 'fbi']","flynn,trump"
239,,Breaking news: Washington Post is reporting that FISA warrant was issued on Carter Page. MSNBC Chris Hayes,"Washington Post,FISA,Carter Page;MSNBC,Chris Hayes",jyribe,"washington post,carter page,chris hayes","['washington post', 'washington post', 'msnbc', 'chris hayes']","washington post,fisa,carter,chris hayes"
240,,Report: FBI granted FISA warrant to surveil ex-Trump aide Carter Page,"FBI,FISA,Carter Page",wvjoe911,"fbi,carter page","['fbi', 'aide', 'carter page']","fbi,fisa,carter page"
241,,Carter Page suspected of espionage.,Carter Page,karlfrankjr,carter page,['carter page'],carter page
242,,Makes it a good day for the rest of us. ( no sarcasm),;,thecircledancer,,[],
243,,"What is FISA/FISC? Learn about the warrant the FBI got against Trump insider, Carter Page:","FISA/FISC;FBI,Trump,Carter Page",resistmanual,"trump insider,carter page","['carter page', 'fbi']","fbi,trump,carter page:"
244,,Carter Page is the only American to have been directly targeted w a FISA warrant as part of the Russia probe,"Carter Page,American,FISA,Russia",RichC,"carter page,russia","['russia', 'carter page']","carter page,russia"
245,,I love this guy. You couldn't make him up if you tried,;;,Timodc,,[],
246,,"@puppymnkey him and King 2 matching souls RIGHT! THIS GETS BETER EVERY DAY
Carter Page: I've been to the mountaintop!! of what THE URALS",;;Carter Page;URALS,alargento,"king 2,carter page","['king', 'the urals', 'carter page']",
247,,≡ƒÿé≡ƒÿé≡ƒÿéThe replies are giving me life.,,tins1222,,[],
248,,"@realDonaldTrump Your staffer pal carter page, the failed  russia energy businessman, looks like he loves Vlad Putin and hates America.","Carter Page,Russia,Vlad Putin,America",Dougcooley5,"carter page,russia,vlad putin,america","['energy', 'america', 'energy businessman', 'putin', 'carter page']",vlad putin
249,,@HeyTammyBruce WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016. 'Only   American directly targeted with FISA warrant' by Dems &amp; Obama!,"FBI,Trump,Carter Page;American,FISA,Dems,Obama",glennyork,"fbi,carter page,fisa,dems,obama","['fbi', 'carter page']","fbi,trump"
250,,Time to hope!,,MichaelDinNC,,[],
251,Trumprussia,TIP of the ICEBERG waiting in the DARK for the TRUMP-PUTIN COLLUSION SHIP! COLLISION will occur SOON!,TRUMP-PUTIN;,Isilchaser,,[],
