ID,HashTags,TweetText,mentions_other,mentions_other_limited_types,URLs,User
241,social distancing,"@TheMaleMadonna You're allowed 2 go 2 the park, jog, etc. Just practice social distancing ??- I still go 2 work ev…",;;;,;;;,,Du_mmor
242,social distancing,"Social distancing and staying at home doesn’t mean #healthyhim isn’t still working on things! Ty, Rogelio, and Kai…",";Ty,Rogelio, Kai;",";Ty,Rogelio, Kai;",,HealthyHim
243,social distancing,Boomers calling out millennials for not practicing social distancing. Jokes on them we are experts at this and don’t need “practice”.,;;,;;,,alexisjberg
244,social distancing,"After work social distancing, plenty of room for you out here too @Michael63562891",,,,cole_montalbano
245,social distancing,Trump isn't taking #COVID19 seriously. He doesn't practice social distancing or leaving at least 6 fett of space be…,Trump;;,Trump;;,,EndCorruption60
246,social distancing,@kathrynxilove Thank God for social distancing!,,,,Lisa_Bryant_16
247,social distancing,@KenLivingstone2 @jeremycorbyn social distancing ?,,,,debbie_spirit
248,social distancing,Lauren's coworkers Phoebe and Eva are having a difficult time understanding the concept of social distancing....…,"Lauren, Phoebe,Eva","Lauren, Phoebe,Eva",,OTPitt
249,social distancing,I think the worst part about this quarantine and social distancing while being an essential employee is that I can’…,,,,boyercarissa7
250,social distancing,@i_am_a_fish_man @aldotcom Well you don't have to shelter in place if you can comprehend social distancing . We are…,;;,,,IndridC89973764
251,social distancing,"US virus deaths may top 80,000 despite social distancing} via @",US;;,US;;,,kckitty
252,social distancing,The social distancing has dramatically improved at White House briefings,White House,,,ChrisMegerian
253,social distancing,@NalaWu this is Jet who I have been torturing with an evil paper fish the past few days during social distancing.,Jet,Jet,,chicktyson
254,social distancing,"Hi Folks, If you are looking for a way to help the city while maintaining safe social distancing, please take a min…",,,,MayorDriscoll
255,social distancing,@HKesvani at least they’ve waived the rent on corbyn social distancing in their heads,,,,grnturtleneck
256,social distancing,@tomhewittnews Stay-in-place is hard for Alaskans in spring time. I think we need to widen our social distancing ci…,;;,;;,,alaskarobotics
257,social distancing,@AuStar3d @sweetishj @Na0sGlass @liliantjen @cookingupfun55 @biogeek7 @eternalluv0408 @bdckool @drahus11 @noklew_…,,,,ladava
258,social distancing,I work in property for the NHS and my boyfriend is a medical student currently working as a porter and we live with…,NHS,NHS,,EvelynMJones
259,social distancing,Women100 highlighting wonderful dynamos. The Centennial Celebration continues with proper Social Distancing (radio…,;Centennial Celebration;,;Centennial Celebration;,,McvailMaureen
260,social distancing,"? Oul lads, young lads, a few women working in this high risk environment ? No social distancing, filthy dirty hand…",,,,emmadragon
261,social distancing,Remember before all of this quarantine social distancing how we would all listen to Jimmy Buffett and go to buffets…,Jimmy Buffett,Jimmy Buffett,,PukeLeters
262,social distancing,@paulgcarolan @fcarolan @BootsIreland @lifepharmacyIRL Not sure really. They say it’s so everyone can buy things bu…,;;,;;,,1nf0_s3c
263,social distancing,Not a bad video to explain how the Coronavirus works as well as the reasoning for social distancing.,Coronavirus,,,Dejan_Jancevski
264,social distancing,Local gym owner says there are many ways to stay active during the era of social distancing.,,,,RiverCountry949
265,social distancing,My family moved to Cedar a year ago specifically for this day! The drive through is open so go get yourself a smoot…,Cedar;;,Cedar;;,,KyrstenMHarper
266,social distancing,Went to my local shopping centre (I actually have two) and found all the food court seating taken away or cordoned…,,,,iabanon
267,social distancing,@mxxtyouthere Wow thanks for exposing yourself?? I’m gonna have to keep social distancing after this to stay away from the fucking tories,;;,;;,,shaunalmjones
268,social distancing,"@brains_muchemwa I have a question, will usd trading apply to customers with cash or only to fca account holders on…",,,,ngodza2020
269,social distancing,I’ve been social distancing myself for years lol this shit ain’t nothing new to me,,,,victorozomatli
270,social distancing,#GNED1411 B2 During this hard time of social distancing i am continuously in touch with my friends and family membe…,,,,Sajanjaura3
271,social distancing,"Despite people spending more time at home, the current state of the economy could be a deterrent.",,,,DarnellMTV
272,social distancing,@Conor_O_Donohoe @edajporter Yeaaahhh. I really really need to practice my social distancing between the fridge and I ?,;;,;;,,istanWY
273,social distancing,There’s really no end in sight for this social distancing huh?,,,,TBarnett808
274,social distancing,Please teach your kids social distancing so I don’t look like the mean mom for saying mine can’t play with yours.,,,,OurMidwestLife
275,social distancing,You know what? I’m not afraid to say it. I see you people post about how we need to take social distancing seriousl…,;;;,;;;,,audreyrose24
276,social distancing,Just knew our S4's wouldn't let us down!Fantastic drawing challenge by LM well done!Keep up the good…,;;;,;;;,,BraesArt_Design
277,social distancing,@DrKarlynB That coworker also seems to have a lot of connections to suicides. Talk about social distancing.,;;,;;,,RileyhBFG
278,social distancing,@brightdallasnig A disregard for social distancing,,,,UrBklynboi
279,social distancing,"1/2.With the number of confirmed cases of COVID 19 in Nigeria surging to 65, we need to take responsibility to redu…","COVID 19, Nigeria",,,usmanyusuf
280,social distancing,"Coronavirus News: 4 NYC streets closed to traffic, open for social distancing space",NYC,NYC,,ABC7NY
281,social distancing,"@legalclaret @AGildedEye @DerbysPolice @DerPolDroneUnit If you live in a crowded area with apartments, there would…",,,,Exillior
282,social distancing,"While we are still in lockdown, self isolating or social distancing, I can still keep a sense of community and chec…",,,,hackmyage
283,social distancing,“Social distancing does NOT = spiritual distancing!” -@PRodLoy ... grateful that we can worship and connect with…,;;,;;,,natalieandryan
284,social distancing,Would it serve Australia's interests to declare 25 January a National Social Distancing Day in commemoration of our…,Australia,Australia,,Kickatinalong1
285,social distancing,My porn name would be undercooked pork how is your social distancing going I am fine,,,,meesterchristie
286,social distancing,Waiting to see an advanced mathematical model that shows how the virus spreads given: -The average # of personal i…,,,,adamdunlap
287,social distancing,"@ddale8 ""Never seen it like that..."" How many days since the briefing room switched to social distancing protocol?",;;,;;,,MrBlifil
288,social distancing,"@MeganFoxWriter So in Ohio, the police won't come to your house for a breaking & entering because social distancing…",Ohio,,,ScalitoPundit
289,social distancing,"@SylvesterTurner @GregAbbott_TX Is This Social Distancing? Quail Valley Course Missouri City, To This is unacce…",";Quail Valley, Missouri;",";Quail Valley, Missouri;",,Deplorablevot
290,social distancing,@AutoSpork It's beautiful. People are sick of looking out the windows and at the same four walls. People want to go…,;;;,;;;,,newmoo41
291,social distancing,This guy is practicing social distancing. ?. Men and their tape measures. ?,;;,;;,,Mom4Maga
292,social distancing,Just saw two men at the grocery store that obviously knew each other. One said “what’s up cutie!!!!” And then they…,;;;,;;;,,adrianarose1027
293,social distancing,"I’ll take Things My Neighbor Just Said for $1000, Alex. Talking about social distancing when your husband says “r…",Alex;;,Alex;;,,TimmyAtl
294,social distancing,Practice social distancing when doing the cha cha slide,,,,hilleli99
295,social distancing,@ielts_and_more @DerbysPolice @DerPolDroneUnit I use gloves and sanitiser when i fuel and I pay at pump. My car is…,;;,;;,,enginesucked
296,social distancing,@TxID_Edu @colin_feuille @UCSFPCCMFellows @UCSFIMChiefs @rebeccabermanmd @CatherineRLucey @Bob_Wachter Major take-a…,,,,LekshmiMD
297,social distancing,@macfivo I think social distancing has thinned the crowd deliberately.,,,,Tweet2MAGA
298,social distancing,"In this time, where our community is physically separated due to social distancing, we want to invite you to share…",,,,lgbtq_history
299,social distancing,@BrandonJHurley It’s social distancing not isolation. Just saying.,;;,,,LeeFeilmeier
300,social distancing,"@RepThomasMassie Respectfully, requiring the House to meet in order to vote on the stimulus package is reckless. So…",,,,CKrajec
301,social distancing,@SRJ7 social distancing,,,,FedupJersey
302,social distancing,Congratulations to Japan moving Olympics 1year later but I’d like to Stop Social distancing in USA??,"Japan,Olympics,USA","Japan,Olympics,USA",,judemgreen
303,social distancing,"If you are worried about not having that face-to-face interaction with your customers during this time, just try ne…",,,,PantheraLeader
304,social distancing,Talking to one of my friends from South Dakota? ‘U guys practicing social distancing?’ ‘Hell no bro. We live far e…,South Dakota;;;;,South Dakota;;;;,,ronsmilkmoney
305,social distancing,How Long Should Social Distancing Last? When Will COVID-19 Coronavirus End?,;COVID-19;,,,ManjuRazil
306,social distancing,"[riffing at son, who is wearing earpods] lock down my balls. haha what about social distancing but it’s the distanc…",,,,excusemeson
307,social distancing,This is the news I was hoping for as a result of social distancing. Thanks for reporting on it @WBEZ & @whuntah. Ch…,;;,;;,,bethry6
