ID,HashTags,TweetText,mentions_other,output_mentions
211,"SDLive, OffendEveryoneIn4Words, BGC17","Top 5:
1: Sean Spicer
2:  +9
3: Carter Page -1
4: 
5:  +6",;sean spicer;;Carter Page;;,"[[], ['sean spicer'], [], ['carter page'], [], []]"
212,,"Also, WaPo reporting on a FISA warrant last year that's now part of the Russia investigation:","WaPo,FISA,Russia","[['wapo', 'fisa', 'russia']]"
213,,And now here's something you'll really enjoy!,,[[]]
214,,"WP report that FISA court believed Carter Page was acting as Foreign Agent of the Russians,""an operative posing as a diplomat""","WP,FISA,Carter Page,Foreign Agent,Russians","[['fisa', 'carter page', 'russians']]"
215,"SDLive, BGC17, TheFosters",Russia Warns Of Serious Consequences From U.S. Strike In Syria  Sean Spicer  Carter Page,"Russia,U.S. Strike,Syria,sean spicer,Carter Page","[['russia', 'syria']]"
216,,WashPo: Judge approved FBI request to monitor Trump aide Carter Page,"FBI,Trump,Carter Page","[['fbi', 'trump', 'carter page']]"
217,,"FBI showed probable cause that Trump associate Carter Page was acting as an agent of foreign power, Russia.","FBI,Trump,Carter Page,Russia","[['fbi', 'trump', 'carter page', 'russia']]"
218,,"FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post 
WHO GAVE ORDERS ? Barry","FBI,FISA,Trump,Carter Page,Washington Post;;Barry","[['fbi', 'fisa', 'trump', 'carter page', 'washington post'], [], []]"
219,,He wasn't allowed to,,[[]]
220,,@ByronYork Oh. And there will never be any charges for Carter Page. B as in B and S as in S. BS!  Will only prove Obama Admin did surveil Trump in end.,"Carter Page;;;obama,Obama Admin,Trump","[[], ['carter page'], [], ['obama', 'trump']]"
221,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post: Washington Post FBI,"FBI,FISA,Trump,Carter Page,Washington Post,Washington Post,FBI","[['fbi', 'fisa', 'trump', 'carter page', 'washington post', 'fbi']]"
222,"Trump, FBI","FISA Warrant was issued for  advisor Carter Page.  

","FISA,Carter Page","[['fisa', 'carter page']]"
223,,"@MaxBoot Sean Spicer, Carter Page and now Devin Nunes. It's like Christmas!","sean spicer,Carter Page,Devin Nunes;Christmas","[['sean spicer', 'carter page', 'devin nunes'], []]"
224,,@JeffSessions brought on Carter Page to the Trump campaign &amp; then lied under Oath to Congress about communications with the Russians. RESIGN,"Carter Page,Trump,Congress,Russians;","[[], ['carter page', 'trump', 'congress', 'russians']]"
225,,BOOM!  @LouiseMensch had it all the way,;,"[['boom'], []]"
226,TheResistance,"Not so surprising facts: 

3. Earth is round
2. The Sun is the center of the Solar System 
1. Carter Page had a FISA warrant",";;;Earth;;Sun,Solar System;;Carter Page,FISA","[[], [], [], [], [], ['carter page', 'fisa'], []]"
227,,"If you are a Trump/Russia denier, theres still time to repent",Trump/Russia,"[['trump', 'russia']]"
228,,"FBI obtained FISA warrant to monitor former Trump adviser Carter Page The Washington Post
Another Russia connection!","FBI,FISA,Trump,Carter Page,Washington Post;Russia","[['fbi', 'fisa', 'trump', 'carter page'], ['russia']]"
229,,More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent.,"United States Foreign Intelligence Surveillance Court,Carter Page","[['united', 'trump', 'carter page']]"
230,,"@ddiamond @juliettekayyem Holy crap man. Stop. It's not in doubt.  It's 100%. Multiple people, in touch, coordinating. Stop.",;;;;;;,"[[], [], [], [], [], []]"
231,trumprussia,"Confirming FISA warrant for Carter Page confirms FBI is not backing down.

","FISA,Carter Page,FBI","[['fisa', 'carter page', 'fbi']]"
232,,Dude's gonna sing like a bird.,,[[]]
233,,The part where he likens himself to MLK is particularly vile.,MLK,[['mlk']]
234,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,FISA,Trump,Carter Page,Washington Post","[['fbi', 'fisa', 'trump', 'carter page', 'washington post']]"
235,,FBI obtained warrant for surveillance on Russia-linked Trump adviser Carter Page -,"FBI,Trump,Carter Page","[['fbi', 'russia', 'trump', 'carter page']]"
236,"TopStories, paedobritain",FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,FISA,Trump,Carter Page,Washington Post","[['fbi', 'fisa', 'trump', 'carter page', 'washington post']]"
237,,A 2-boot drop...,,[[]]
238,,"""Carter Page"" Flynn &amp; Manafort share the following bond:
On Trump team &gt;Lied &gt;Putin &gt;FBI has good reason to believe they are foreign agents.","Carter Page,Flynn,Manafort;Trump,FBI","[['carter page', 'flynn', 'manafort'], ['trump']]"
239,,Breaking news: Washington Post is reporting that FISA warrant was issued on Carter Page. MSNBC Chris Hayes,"Washington Post,FISA,Carter Page;MSNBC,Chris Hayes","[['washington post', 'fisa', 'carter page'], ['chris hayes']]"
240,,Report: FBI granted FISA warrant to surveil ex-Trump aide Carter Page,"FBI,FISA,Carter Page","[['fbi', 'fisa', 'trump', 'carter page']]"
241,,Carter Page suspected of espionage.,Carter Page,[['carter page']]
242,,Makes it a good day for the rest of us. ( no sarcasm),;,"[[], []]"
243,,"What is FISA/FISC? Learn about the warrant the FBI got against Trump insider, Carter Page:","FISA/FISC;FBI,Trump,Carter Page","[['fisa'], ['fbi', 'trump', 'carter page']]"
244,,Carter Page is the only American to have been directly targeted w a FISA warrant as part of the Russia probe,"Carter Page,American,FISA,Russia","[['carter page', 'american', 'fisa', 'russia']]"
245,,I love this guy. You couldn't make him up if you tried,;;,"[[], []]"
246,,"@puppymnkey him and King 2 matching souls RIGHT! THIS GETS BETER EVERY DAY
Carter Page: I've been to the mountaintop!! of what THE URALS",;;Carter Page;URALS,"[[], ['carter page'], [], []]"
247,,≡ƒÿé≡ƒÿé≡ƒÿéThe replies are giving me life.,,[[]]
248,,"@realDonaldTrump Your staffer pal carter page, the failed  russia energy businessman, looks like he loves Vlad Putin and hates America.","Carter Page,Russia,Vlad Putin,America","[['carter page', 'russia', 'america']]"
249,,@HeyTammyBruce WaPo: FBI wiretapped Trump sorta-adviser Carter Page in 2016. 'Only   American directly targeted with FISA warrant' by Dems &amp; Obama!,"FBI,Trump,Carter Page;American,FISA,Dems,Obama","[['wapo', 'fbi', 'trump', 'carter page'], ['american', 'fisa', 'dems', 'obama']]"
250,,Time to hope!,,[[]]
251,Trumprussia,TIP of the ICEBERG waiting in the DARK for the TRUMP-PUTIN COLLUSION SHIP! COLLISION will occur SOON!,TRUMP-PUTIN;,"[[], ['trump']]"
252,,Check out Rep Swalwelll's @RepSwalwell webpage.  He's made all the connections.,Rep Swalwelll;,"[['rep'], []]"
253,shitshow,As nominally as Campaign Manager Manaford.,Campaign Manager Manaford,[[]]
254,,Pertinent thread here!,,[[]]
255,,Report: FISA court approved FBI's @EboniKWilliams @sheriffarpaio @FoxBusiness @America'sNewsHQ@adamhousley,"FISA,FBI","[['fisa', 'fbi']]"
256,,Carter Page is Trending High in US. Visit  to see top trends every hour,"Carter Page,US;","[['carter page'], []]"
257,,IT IS TIME FOR IMPEACHMENT OF donald.,donald,[['donald']]
258,,Revealed: FBI obtained FISA warrant to monitor former Trump adviser Carter Page,"FBI,FISA,Trump,Carter Page","[['fbi', 'fisa', 'trump', 'carter page']]"
259,,"Pepsi:  Thanks, United!
United:  Thanks, Sean Spicer!
Sean Spicer:  Thanks, Carter Page!","Pepsi,United;United,sean spicer;sean spicer,Carter Page","[['united'], ['united', 'sean spicer'], ['sean spicer', 'carter page']]"
260,,"Retweeted Fox News (@FoxNews):

Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser...",";Carter Page,FBI,FISA,","[['fox news'], ['carter page', 'fbi', 'fisa', 'trump']]"
261,,We Know What They Did Last Summer,,[[]]
262,,The news about Devin Nunes lying and Jeff Sessions meeting w/ Carter Page shows we need an independent commission and special counsel.  NOW.,"Nunes,Devin Nunes,Jeff Sessions,Carter Page;","[['devin nunes', 'jeff sessions', 'carter page'], []]"
263,"USPolitics, trump, potus",Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser -  -,"Carter Page,FBI,FISA,","[['carter page', 'fbi', 'fisa', 'trump']]"
264,"TCOT, MAGA, OurRevolution, TheResistance, dumpTrump, russiagate",Holocaust Centers     Sean Spicer Carter Page,"Holocaust Centers,sean spicer,Carter Page",[['holocaust centers']]
265,,Boom! Dumbass confirmed,;,"[['boom'], []]"
266,,"KeithOlbermann: News of FISA Warrant against Carter Page, continuing silence on Flynn, fits inference they've nail","FISA,Carter Page,Flynn","[['news of fisa warrant', 'carter page', 'flynn']]"
267,,The noose slowly tightens,,[[]]
268,,@SykesCharlie What is their stand on Carter Page and the FISA warrant?,"Carter Page,FISA,","[['carter page', 'fisa']]"
269,,"Yes, this!  Follow the money!!",;,"[[], []]"
270,GrumpyTrumpy,"Bye bye Pagie! Take  w/u! Let's ""Make Jailbirds Mate Again!""",Pagie;;,"[[], [], []]"
271,,"""probable cause to believe Page was acting as an agent of a foreign power, in this case Russia""","Page,Russia","[['page', 'russia']]"
272,TrumpRussiaCollusion,"Drip, drip, drip!",,[[]]
273,,@jeremyherb @CNN @jimsciutto @mkraju @ericbradner How does this WAPO story affect the CNN story?,"WAPO,CNN",[['wapo']]
274,,BostonGlobe: The FBI obtained a warrant to monitor former Trump adviser Carter Page.,"FBI,Trump,Carter Page","[['fbi', 'trump', 'carter page']]"
275,,"
Fuck this administration",,[[]]
276,,FBI had reason to believe during 2016 presidential campaign that Trump team included Russian agent or agents.,"FBI,2016 presidential campaign,Trump,Russian","[['fbi', 'trump', 'russian']]"
277,,"Spicer: Oh man I should stop comparing things to historical figures this looks bad for me

Carter Page:",Spicer;Carter Page,"[['spicer'], ['carter page']]"
278,trumprussia,"Now there's fire to go along with a ton of smoke.  
",,[[]]
279,,Probably the most important of this story,,[[]]
280,TrumpRussia,"I'd be worried about Sean Spicer &amp; Carter Page
If I were a traitor under investigation 4 collusion w/ Russia, @realDonaldTrump","sean spicer,Carter Page;Russia","[['sean spicer', 'carter page'], ['russia']]"
281,,@thedailybeast: Report: FBI got FISA warrant to monitor Carter Page,"FBI,FISA;Carter Page","[['fbi', 'fisa', 'carter page']]"
282,"Trump, WTF","oh I dunno
skittering about like a blinded cockroach seems to be the Hallmark of this Administration.

",;,"[[], []]"
283,,What you need to know about former Trump adviser Carter Page,"Trump,Carter Page","[['trump', 'carter page']]"
284,,Report: FBI Got FISA Warrant to Monitor Carter Page  via @thedailybeast,"FBI,FISA,Carter Page","[['fbi', 'fisa', 'carter page']]"
285,,.If only page could send tomahawks somewhere,"page,tomahawks",[['page']]
286,,Sean Spicer falling flat on his ass. Carter Page under FISA warrant. Susan Rice exonerated by Dem AND GOP lawmakers. Am I dreaming?,"sean spicer;Carter Page,FISA;Susan Rice,Dem,GOP;","[['sean spicer'], ['carter page', 'fisa'], [], ['susan rice', 'gop']]"
287,,"Thank you, @LouiseMensch for breaking this story. I don't always agree with your politics (well, never), but YOU got the scoop.",;,"[[], []]"
288,,Let me get this straight. The left is cheering the unmasking of private citizen Carter Page ? This should scare the hell out of you.,;Carter Page;,"[[], ['carter page'], []]"
289,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page. Cause to believe he was agent of Russia,"FBI,FISA,Trump,Carter Page;Russia","[['fbi', 'fisa', 'trump', 'carter page'], ['russia']]"
290,,.......he can lead the @fbi to big &amp; bigger elephants in room.,;,[[]]
291,,"Reporter's reaction to Sean Spicer on Hitler - equally applicable to Carter Page's ""I'm basically MLK"" fuckery.","sean spicer,Hitler,Carter Page,MLK","[['spicer', 'hitler', 'carter page', 'mlk']]"
292,,"""...carter...page...now theres a name i havent heard in years..""",carter;page;,"[['carter', 'page']]"
293,,"So the plot thickens, another Russian Agent, Carter Page, and we knew about Mike Flynn, can't wait to see ALL fall on Trump's lap.","russian,Russian Agent,Carter Page,Flynn, Mike Flynn,Trump","[['russian', 'carter page', 'flynn', 'trump']]"
294,,FoxNews: Carter Page: FBI reportedly obtained FISA warrant to monitor ex-Trump adviser,"Carter Page,FBI,FISA,","[['carter page', 'fbi', 'fisa', 'trump']]"
295,,"""Our of our advisors was maybe a Russian intelligence asset"" is what passes for pro-Trump spin.",Russian intelligence,"[['russian', 'trump']]"
296,,@funder Didn't Jeff Sessions recommend Carter Page for the Trump campaign/administration??,"Jeff Sessions,Carter Page,Trump","[['jeff sessions', 'carter page', 'trump']]"
297,,ANYBODY TAKING BETS ON WHICH OF TRUMP'S BUDDIES WILL BLAB ABOUT THE RUSSIAN CONNECTION AND BRING HIM DOWN? My money's on Carter Page.,"TRUMP,RUSSIAN;Carter Page","[['trump', 'russian'], ['carter page']]"
298,,"if you had carter page on your ""fisa warrant bingo"" card, please step up and collect your winnings","Carter Page,fisa,","[['carter page', 'fisa']]"
299,,My president fired $80m of missiles to change the narrative and all I got was Carter Page trending.,Carter Page,[['carter page']]
300,,@seanhannity and @marklevinshow &amp; others have lied about possible treason by Carter Page &amp; others. They're traitors for the obfuscation.,Carter Page;,"[['carter page'], []]"
301,,"@RVAwonk And it was Carter Page, like I thought!!!",Carter Page,[['carter page']]
302,trumprussia,"FBI believed Page ""engaged in clandestine intel activities on behalf of Moscow""

This is gettin good
","FBI,Page,Moscow;","[[], ['fbi', 'page', 'moscow']]"
303,,"@JSteria @LilMsgss Sessions too.≡ƒæç≡ƒÅ╝

",,[[]]
304,,"""Since the 90-day warrant was first issued, it has been renewed more than once by the FISA court, the officials said",fisa court,[['fisa']]
305,,@seanhannity The LATEST news is Nunes is a proven liar and Carter Page is a foreign operative.,"Nunes,Carter Page","[['nunes', 'carter page']]"
306,"FBI, FISA, Trump, CarterPage"," obtained  warrant to monitor former  adviser  

",,[[]]
307,,Looks like there is something there.,,[[]]
308,,.Faaaaaaaaaaaaaaaacts,,[[]]
309,"Trumprussia, TheResistance, russiagate",I'm soooo excited!!!,,[[]]
310,,"As stated previously, collusion at the top of the trump presidential run was and still is grounds for impeachment!
",trump,[['trump']]
311,,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - The Washington Post Must read....,"FBI,FISA,Trump,Carter Page,Washington Post","[['fbi', 'fisa', 'trump', 'carter page', 'washington post']]"
312,,@oreillyfactor Trump advisor under investigation for colluding with Russia. A LEGAL FISA warrant.,"Trump,Russia;FISA,","[['trump', 'russia'], ['fisa']]"
313,,Top News: FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"FBI,FISA,Trump,Carter Page,Washington Post","[['fbi', 'fisa', 'trump', 'carter page', 'washington post']]"
314,,@HeyTammyBruce FBI  / Hillary's Andrew McCabe was secretly working with Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary! Carter Page,"FBI,Hillary,Andrew McCabe,Lynch/Obama/Rice,Trump, Donald Trump;Carter Page","[['carter page'], ['fbi', 'lynch', 'obama', 'rice', 'donald trump']]"
315,,Imagine if Hillary had so many Russian ties.  Imagine if she had so many people in her campaign linked to Putin himself,"Hillary,Russian;Putin","[['hillary', 'russian'], []]"
316,,Dude.,,[[]]
