ID,HashTags,TweetText,annotation_limited types,ritter_candidates,calai_candidates,stanford_candidates,User
171,,REMNINDER #Oban-#Colonsay 25/11 may be disrupted due to adverse weather . Ferry will depart on time but berthing in Colonsay not guaranteed .,"#Oban-#Colonsay,Colonsay",,"['obama administration', 'national security intelligence', 'irs']","obama,irs",lheal
172,,@AboveDaAverage1 #HotSummerNights2 At Vibes 2.0 THIS FRIDAY | Free Entry until 11:30,"#HotSummerNights2,Vibes 2.0","united airlines,carter page,devin nunes,sean spicer","['devin nunes', 'united airlines', 'carter page', 'sean spicer']","united airlines,carter,devin nunes,sean spicer",sabrinasingh24
173,,"Great performances Sunday night @Studio2atParrSt - @Stillhet_Music @TheHazelEmpire @kevincritchley , @Nadjia_Music and @Jenny_Strand !",,"trump,pbo,fbi",['fbi'],trump,upsnodowns
174,,@fIyagains who tf is the 15th,,,[],,RSWestmoreland
175,,"#Twitter , #Pinterest and #Tumblr Notify of Security Breach After #Zendesk #Hack","#Twitter,#Pinterest,#Tumblr,#Zendesk","sean spicer,hitler,carter page,fbi,martin luther","['luther king', 'fbi', 'carter page', 'hitler', 'sean spicer']","sean spicer,hitler,fbi,martin luther king",joesentme
176,,RT @NephewChino : when i get a baddie number #AfterBirthdayBash20 at #MuseumBar saturday,#MuseumBar,,[],,sahmiya_says_GO
177,,@RobbieisBatman1 @Texas_Tornado @Frostty_ are guys joining fear the beard campaign / no shave November ?,,,[],,Aiims1742
178,,Day light savings means the sun gets to sleep in https://t.co/CK58RpmJQW,Day light savings,carter page,[],,TipTop_News
179,,North Portland HS shooting victims on way to hospital . Not yet clear if shooting was on or off campus . Shooter(s ) still at large . #GunFAIL,North Portland HS,,[],,IsobelCarr
180,,RT @faisalislam : First act of new Labour leader will be to go to the #welcomerefugees march in London this afternoon,"Labour,London",,[],,RedStateRule
181,,RT @JBCrewdotcom : Another photo of Justin performing at the Calvin Klein event today in Homg Kong . ( June 11 ),"Justin,Calvin Klein,Homg Kong","fbi,trump,carter page","['adviser', 'fbi', 'carter page']","fbi,trump,carter page.",BostonGlobe
182,,RT @vincestaples : Check XXL tomorrow by the way .,,,[],,ARaw45
183,,... #bigtits #boobs #busty #dd #ddd #free #friday #linda #porn #tits #training #video #videos #xxx,,carter page,['carter page'],,MssAnthrope
184,,"June 21 , 2015 at 10:02 PM Sponsor at Comic Con coverage ! #SDCC https://t.co/1J763oewqc",Comic Con,carter page,"['oil', 'carter page', 'him', 'the oil industry consultant']",carter,AssHrdRndWorld
185,SDLive,"People may seem a bit spacey today , but their vagueness actual ... More for Leo",Leo,"washington post,carter page","['washington post', 'carter page', 'washington post']","washington post,carter page",googleplay_aps
186,,apparently there 's only 30 days in november ... someone remind me to pay my rent tomorrow,,"russia,trump","['us', 'russia oil', 'ceo', 'trump adviser', 'russia oil offered trump adviser he felt deal to get us sanctions']","russia,trump,us",JC12Tx
187,,RT @Bekificent : May mga babaeng hindi naman kagandahan . Nadadaan lang talaga sa sobrang kalandian .,,trump,[],trump,SC_Ropp
188,,Vicky @ La Bella @Vicky_LaBella 20% OFF any treatment with me on Tuesday 24th &amp; Wednesday,"Vicky,La Bella","fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page",pattirmuller
189,,Vote for #VIPs vs #Hottest in the 2nd round of the @Billboard #FanArmyFaceOff via @Billboard,,,['fbi'],fbi,razzberry1947
190,,I have a very big day ahead of me tomorrow ... but I kinda just wanna A New Hope now,A New Hope,,[],,LetsTrekSpain
191,inners,Not sure what corner they've turned ... 10th seed at best .,,"trump,russian,carter page,flynn,manafort",['carter page'],"trump,carter",ChiOneToo
192,"Trumprussia, russiagate","3 dead in courthouse shooting in Delaware : WILMINGTON , Del . ( AP ) — A gunman opened fire Monday morning in a Dela ...","Delaware,WILMINGTON,Del","carter page,suspicious russian",['carter page'],carter page,lfbensimon
193,,Oct . 29th auction preview video : https://t.co/Rd4TY7cZgy via @YouTube,,,[],,jprah1
194,russiagate,Grade 6 hahaha loko lang . 1st yr College haha https://t.co/aChQPDRcDV,,"carter page,russia with love",['russia'],russia,Storeees
195,,RT @fathollahfariva : North Korea official says not interested in Iran-style deal #News #Breaking #sun,North Korea,"carter page,russia","['carter page', 'russia']","carter page,russia",EHines44
196,,"RT @bossingofficial : Kung may "" started in the bottom "", sa atin naman "" started in the boredom "". #ALDubEBTamangPanahon",,,['fbi'],fbi,ScamGoggles
197,bfd,"Important principles may , and must , be inflexible . - Abe Lincoln",,,[],,rachelvalentine
198,,RT @yoursportpages : sun shines on @Wychavon Parish Games Petanque competition,Parish Games Petanque,carter page,['carter page'],,Lorrenitram
199,,Feelings toward casually graduating college tomorrow :,,msm,['@louisemensch @melissajpeltier @rvawonk'],msm,Ralfoo7
200,,RT @ren25jam : A goooood Friday guys .. @TheFandomPh #ShowtimeKiLigContinues,,,[],,PhysicalPolitik
201,,"IT'S SEPTEMBER LIKE THANK YOU SUMMER , YOU'VE HAD UR SPOTLIGHT AND MY TEAM PEETA SWEATSHIRT IS WAITING SO LEAVE AND TELL WINTER TO COME BYE",PEETA,carter page,"['adviser', 'fbi', 'carter page']","carter,fbi,fisa",FoxNews
202,CarterPage,"Justin arriving at a studio in Hollywood , CA - October 14 #EMABiggestFansJustinBieber","Justin,Hollywood,CA",,[],,DinoRamirez72
203,,Abusadong mga tao . May work din po ako . Di po ako utusan para bumili ng gamit nyo . Doctor po ako . Buti nga tumulong ako last time .,,the warriors,[],,FrankChow
204,"CarterPage, TrumpRussia",RT @NHS_ASB : Guess what day it is .... rally day ! Come out to the rally tomorrow to meet our amazing court !,,russia,"['a spy', 'russia', 'foreign policy advisor']",,McSaddle
205,,2015/12/07 ( Mon ) 12:38 : 27 https://t.co/iuolP5ohgI,,"trump,trump",[],"trump,trump,trump",moonlighthalo
206,,"Gets Doctor 's note to stay home from work tomorrow , still goes to work",,trump,[],trump,tummler10
207,Trump,"RT @AntDeRosa : Vine captures New Orleans shooting , by MoneyMakingTUCHE https://vine.co/v/b0dVuFXIZaO via @mattdpearce","Vine,New Orleans,MoneyMakingTUCHE","fbi,trump,carter page,the washington post","['adviser', 'fbi', 'carter page', 'the washington post', 'the washington post']","fbi,fisa,trump,washington",MorrisonRP
208,,eww school tomorrow,,carter page,['carter page'],carter,sonjastahlhut
209,,"I am done for today , updated almost everything that was meant to be updated . Maybe some tweaks later on , I will do update video tomorrow ...",,"trump,carter page",['carter page'],,nvrqt
210,,Saw that Sean from @smallpools was wearing a Seth Meyers shirt Sunday so I'm wearing my Smallpools shirt to Seth !,"Sean,Seth Meyers,Smallpools,Seth","susan rice,obama,usa","['susan rice', 'usa']","susan rice,usa",chelsea_craft
211,"SDLive, OffendEveryoneIn4Words, BGC17",Good Morning &amp; Happy friday :D,,"sean spicer,carter page","['sean spicer', 'carter page']",sean spicer,Trends5USA
212,,San Bernardino shooting : Several dead ; police seek 1 to 3 suspects …,San Bernardino,"wapo,russia",['russia'],"wapo,russia",RamCNN
213,,I REMEMBER WHEN ME AND KYLIE WERE OBSESSED WITH THIS SONG IN THE 7TH GRADE 5 YEARS AGO,,,[],,rongiordan
214,,You may be drawn into an intense situation at work today that ... More for Taurus,Taurus,carter page,"['fisa court', 'carter page', 'a diplomat']",carter page,foreignpolicy77
215,"SDLive, BGC17, TheFosters",Details of 4.5 Million Individuals Exposed in UCLA Health Breach … #Infosec,UCLA Health,"russia,u.s. strike,syria sean spicer carter","['u.s.', 'russia', 'sean spicer  carter page']","russia,u.s.,syria sean spicer carter page",Officialoscrape
216,,RT @JackJaeHouse : GOT7 1st Fan Meeting in Japan #Jackson #Youngjae,"GOT7,Japan","trump,carter page","['trump aide', 'judge', 'fbi', 'carter page']","fbi,trump,carter page",wvjoe911
217,,RT @raphinnejpaye : May FOREVER #ALDubEBTamangPanahon https://t.co/FPZF3HIVXn,,"trump,carter page,russia","['fbi', 'russia', 'carter page']","fbi,trump,carter page",4free_Ukraine
218,,"We will have a new name on January 14th , looking forward to the unveiling of the new brand ! https://t.co/pWIaxqHK7i",,"fbi,trump,carter page,the washington post,barry","['adviser', 'who', 'fbi', 'carter page', 'the washington post']","fbi,fisa,trump,washington post,barry",Tolltac
219,,@NewsPeViews #tech Data Breach Bulletin : Anonymous Launches Cyber Attack on Israeli Websites ... #technology #news,Anonymous,,[],,kantwistaye
220,,RT @oregonstatewbb : We're excited to see all of you at @Gill_Coliseum on Friday ! #GoBeavs,,"carter page,obama admin,trump",['carter page'],"carter,obama admin,trump",straight_austin
221,,con los brazos abiertos con el mar como su suelo .,,"fbi,trump,carter page,washington post,washington post fbi","['washington post', 'adviser', 'fbi', 'fbi', 'washington post', 'washington post', 'carter page']","fbi,fisa,trump,carter page,washington,washington post fbi",DoyleGlobal
222,"Trump, FBI",Cat . Acrylic . By Emmeline Costa-Wagner . Oct-2014 . https://t.co/wR8O0kPOcf via @pinterest,"Cat . Acrylic .,Emmeline Costa-Wagner",carter page,"['carter page', 'advisor']","fisa warrant,carter page.",GloriaBB2
223,,"RT @TheDMVDaily : The KD8 ' PG County ' colorway releases this Wednesday via @nikestore , retail for $180 . https://t.co/dr6g9hlx66",The KD8 ' PG County ' colorway,"sean spicer,carter page,devin nunes,christmas","['sean spicer', 'carter page', 'christmas', 'devin nunes']","sean spicer, carter page,devin",steph_bello
224,,I may like #tacos #mexican #yum #nyc #brooklyn https://t.co/CHE9uE6KuI,"#nyc,#brooklyn","carter page,trump,congress","['congress', 'carter page']","trump,congress",3ChicsPolitico
225,,I used to mean something to you and it may bother me a bit that I don't anymore,,,[],,awv2000
226,TheResistance,"RT @1D_INOfficial : Niall has just confirmed that he , Harry , Louis and Liam will be having a 5th tour ! #1DonGMA ( Via @HarryNews1D )",,carter page,['carter page'],carter page,TrumpIsNotLegit
227,,"Tos June 12 , 2015 at 12:52 PM #SONNYGANTENG",,,['russia'],,jaredburgin
228,,RT @gilbertjacka : Apparently interacting with dogs within the 1St year of life can cut asthma risk by 13% https://t.co/wmFhLhgL4Y,,"fbi,trump,carter page the washington post,russia","['fbi', 'russia', 'washington post', 'carter page', 'adviser']","fbi,fisa,trump,washington post,russia",GhoulemsGhost
229,,"@null Hari ini hari Rabu , Tanggal 15 Bulan April Tahun 2015 Jam 04:46 : 01",,"united states foreign intelligence surveillance court,carter page","['united states foreign intelligence surveillance court', 'advisor', 'carter page']","united states foreign intelligence surveillance court,carter page",TEDX2000
230,,RT @ALivesyRSugden : #Robron #aaronlivesy #RobertSugden 31st July,"#Robron,#aaronlivesy,#RobertSugden",,[],,JKHoro
231,trumprussia,Domestic Terrorism is the biggest . It 's the last thing vets and military personnel should go through . #ChattanoogaShooting,,"fisa,carter page,fbi","['fbi', 'carter page']",fbi,YouCowardlyLion
232,,I am going to watch it Saturday,,,[],,GrantGambling
233,,Birmingham Bussines Wendy 's investigating possible credit card breach,"Birmingham,Wendy 's",mlk,[],,mornyngstar
234,,Sharing every feeling may not be the smartest thing to do toda ... More for Virgo,Virgo,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post",8ballpoolhacksc
235,,Microsoft is fined £485m by EU for competition pact breach,"Microsoft,EU","fbi,russia-linked trump,carter page","['trump adviser', 'fbi', 'carter page']","fbi,trump",NewYorkNewz
236,"TopStories, paedobritain",#PushAwardsKathNiels https://t.co/St8cEGkmPK,,"fbi,trump,carter page,washington post","['washington post', 'adviser', 'washington post', 'fbi', 'carter page']","fbi,fisa,trump,carter page - washington post",PaedoAbuseLiars
237,,November Rain Guns N ' Roses,"November Rain,Guns N ' Roses",,[],,ofpeopl
238,,"hi #aslidosti referral code is "" BC59DA8 "" March 30 , 2015 at 03:23 PM",,"carter page,flynn,trump,fbi","['putin', 'fbi']","flynn,trump",TaniaBaller
239,,"Evansville #weather on November 13 , 2015 - 11/13/2015",Evansville,"washington post,carter page,chris hayes","['washington post', 'washington post', 'msnbc', 'chris hayes']","washington post,fisa,carter,chris hayes",jyribe
240,,Staring at the sun to power you contacts might negate the need to wear them . #google #news https://t.co/ULHanNjnfN,,"fbi,carter page","['fbi', 'aide', 'carter page']","fbi,fisa,carter page",wvjoe911
241,,"Oh goodness , not again ! > ' Active Shooter ' at Fort Hood ; Multiple Injuries Reported … via @mashable",Fort Hood,carter page,['carter page'],carter page,karlfrankjr
242,,Friday 's Maine college roundup : UMaine beats California in field hockey playoffs https://t.co/9NlGzTvE3e #beats,"Maine,UMaine,California",,[],,thecircledancer
243,,"@Baldy129- he 's pitching Saturday . He had a really good year in AAA- he 's a lefty , they can last forever .",,"trump insider,carter page","['carter page', 'fbi']","fbi,trump,carter page:",resistmanual
244,,"Haliburton Art and Craft Festival welcomes Stinson Studios to our park on July 24 , 25 , 26 . #nowheremoment ...","Haliburton Art and Craft Festival,Stinson Studios","carter page,russia","['russia', 'carter page']","carter page,russia",RichC
245,,,,,[],,Timodc
246,,"Sources : SUV fled scene , police detonate suspicious device … via latimes",,"king 2,carter page","['king', 'the urals', 'carter page']",,alargento
247,,#SunDevils Sun Devils struggle to beat FCS Cal Poly - Arizona State struggled in a 35-21 win against Cal Po ...,"Sun Devils,FCS Cal Poly,Arizona State,Cal Po",,[],,tins1222
248,,Flash Flood Warning issued May 24 at 4:00 PM MDT until May 25 at 12:00 AM MDT by NWS #WxWY,NWS,"carter page,russia,vlad putin,america","['energy', 'america', 'energy businessman', 'putin', 'carter page']",vlad putin,Dougcooley5
249,,New : Customer information stolen in Time Warner Cable data breach,Time Warner Cable,"fbi,carter page,fisa,dems,obama","['fbi', 'carter page']","fbi,trump",glennyork
250,,Its simple ... Chelsea needs a coach that has relegation battle experience on his CV .... cause that 's what they may be facing soon,Chelsea,,[],,MichaelDinNC
251,Trumprussia,"You may need to stand up to a powerful person today , even if y ... More for Cancer",Cancer,,[],,Isilchaser
252,,"And in other news , more senseless shootings . #ChattanoogaShooting",,,[],,JeanneWoods18
253,shitshow,"Brooklyn House Party Gunmen Caught On Camera : Surveillance footage captures the shooting , which injured nine , ...",Brooklyn,campaign manager manaford,"['campaign manager', 'manaford']",,tummler10
254,,Going home is hard and scary . I hope all my MP friends and my neighbors are okay . #MarysvilleShooting #PrayForMPpic .twitter.com/jKKtBBi8VF,,,[],,ErgoShow
255,,@saeed9867 u asshole final decision is on 06th May ! Now go nd lick Srgay 's ass,lick Srgay,fbi,"['fisa court', 'america', 'fbi']",,MorvantCheryl
256,,#Frankfurt #stocks : Ariston Real Estate : #Markets Analysts say : meager Mar 2015 growth &amp; profits .,Ariston Real Estate,"carter page,trending high","['us', 'carter page']","carter page,us. visit",TrendsIllinois
257,,RT @munnnabai : #BeThere DU Rocks !!!!!!!!!! https://t.co/c6bbkPxpNS,DU Rocks,,[],,OPSVeracity
258,,"Hi H . You one of my favorite People in the world Please Follow me My birthday 16th is on May 22th . @Harry_Styles All the love . x 46,269",,"fbi,trump,carter page","['fbi', 'carter page', 'adviser']","fbi,fisa,trump,carter page",hotairblog
259,,RT @chaebae : Thursday Morning by James Gramm @SusanGilbert @_Akanshagautam @Akanshagautam_,James Gramm,"pepsi,united,sean spicer,sean spicer,carter page","['pepsi', 'sean spicer', 'sean spicer', 'carter page']",carter page!,amandahite
260,,RT @abc15 : Pinal Co sheriff : 4 shot at bike gang clubhouse …,Pinal Co,carter page,"['adviser', 'fbi', 'carter page']","retweeted fox news,fbi,fisa",RiggyQueen
261,,RT @Kevinwoo91 : Mabuhay !!! Just landed in the Philippines ! Who 's coming tomorrow :) Missed you guys~,the Philippines,,[],,materia1wor1d
