,2nd Iteration Candidates,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,index,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
149,,Let's go @demianmaia,[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:51.257007,2744,wehaveagronk
150,,Dear  and every people.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.257292,2530,ustankk
151,,"If this pisses you off, you're probably racist.",[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:51.257292,2530,ustankk
152,,Miley singing 'We Cant Stop' at .,[],[],0.0,WangoTango,,We Cant Stop::*2*3*4*||,[],0,['miley'],2018-02-20 22:54:51.257821,1782,chem_is_TRY__
153,,Why didnt FBI annouce that investigation,['fbi'],['fbi'],0.0,nan,,FBI::*2*||,[],0,['fbi'],2018-02-20 22:54:51.258321,189,razzberry1947
154,,"Besides, I think next year we should just enter Sia to troll with everybody.",['sia'],[],0.0,"AUS, SBSEurovision, eurovision",,Sia::*9*||,[],0,[],2018-02-20 22:54:51.258778,1436,Ky1i3F
155,,Tokio Hotel is good!,['tokio hotel'],['tokio hotel'],0.0,Eurovision,,Tokio Hotel::*0*1*||,['tokio hotel'],0,[],2018-02-20 22:54:51.259424,1122,sofilovesnick
156,,We're SO HAPPY that @NiallOfficial is in THIS TOWN 😍😍😍,[],[],0.0,WangoTango,,HAPPY::*2*||TOWN::*8*||,[],0,[],2018-02-20 22:54:51.259883,1607,Pill0wTalkx
157,,The KKK (out of uniform) deciding what's best for America.,"['kkk', 'america']","['america', 'kkk']",0.0,AHCA,,America::*9*||,['america'],0,['kkk'],2018-02-20 22:54:51.260521,597,flo_rizer
158,,Straight killer.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.261170,2783,Slapcevic12
159,,"More appropriate would be ""left a trail of slime as he returned for .""",[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:51.261489,866,MagyarBear
160,,Snakes have much more class than slugs.,['snakes'],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:51.261489,866,MagyarBear
161,,Anyone have salt?,[],[],0.0,AHCA,,,[],2,[],2018-02-20 22:54:51.261489,866,MagyarBear
162,,BUT ADAMS HAIR THO 😍,['adams'],[],0.0,nan,,nan,[],0,['adams'],2018-02-20 22:54:51.262358,1687,awkwardninyyy
163,,BREAKING: Last minute entry into the !,[],[],0.0,Eurovision,,Last::*1*||,[],0,[],2018-02-20 22:54:51.262545,1429,rWcW228kQCDBqpl
164,,Great seeing @JamesVickMMA do work in front of the hometown crowd!,[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:51.263106,3043,JamesVickMMA
165,,Vote these inhumane people out of office,[],[],0.0,"TrumpDontCare, AHCA, resist",,,[],0,[],2018-02-20 22:54:51.263573,757,WoolPearls
166,,@mitchellvii What about Carter Page comrade?,['carter page'],['carter page'],0.0,nan,,Carter Page::*3*4*||,['carter page comrade'],0,['carter page comrade?'],2018-02-20 22:54:51.263951,392,RealAlgerHiss
167,,"Some thick irony in a Brit singing ""I will never give up on you"" to a room of Europeans.","['brit', 'europeans']",[],0.0,Eurovision,,Brit::*5*||Europeans::*18*||,[],0,[],2018-02-20 22:54:51.264400,1196,alba005edith
168,,"@FoxNews @krauthammer ,,Trump's team of foreign policy advisers  Carter Page","['trump', 'carter page']",['carter page'],0.0,nan,,Trump's::*2*||Carter Page::*8*9*||,"['trump', 'carter page']",0,['carter page'],2018-02-20 22:54:51.265250,11,Bennythesnitch
169,,The sixth ticket for the sixth  show with yet another .,[],[],0.0,"eurovision, lazarusheart",,,[],0,[],2018-02-20 22:54:51.265893,1151,fliponline
170,,It's been an…,[],[],0.0,"eurovision, lazarusheart",,nan,[],1,[],2018-02-20 22:54:51.265893,1151,fliponline
171,,Maia is coming out to Linkin Park 😂,"['maia', 'linkin park']",[],0.0,"GOAT, UFC211",,Linkin Park::*5*6*||,"['maia', 'linkin park']",0,"['maia', 'linkin park']",2018-02-20 22:54:51.266452,3065,Ali_F_Abdullah
172,,imagine trying to spin this as good for Trump,['trump'],[],0.0,nan,,Trump::*8*||,['trump'],0,['trump'],2018-02-20 22:54:51.266958,73,Philatticus
173,,this might be the worst thing thats come out so far,[],[],0.0,nan,,,['trump'],1,['trump'],2018-02-20 22:54:51.266958,73,Philatticus
174,,What a disgrace.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.267820,824,hipsterhobos
175,,Sudden onset polonium tea syndrome is my guess.,['polonium tea syndrome'],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.268137,529,JesseInOH
176,,Maia threw more shadow-box punches in the hype package than he will in this fight.,['maia'],[],0.0,UFC211,,,['maia'],0,['maia'],2018-02-20 22:54:51.268546,2805,bendertm
177,,killed Jason Blossom,['jason blossom'],['jason blossom'],0.0,AHCA,,Jason Blossom::*1*2*||,['jason blossom'],0,['jason blossom'],2018-02-20 22:54:51.269122,590,AndrewAulthouse
178,,For all d people who didn't vote cause  weren't for single payer i hope you are happy with the  version,[],[],0.0,"democrats, Republican, Puritans, AHCA",,,[],0,[],2018-02-20 22:54:51.269546,598,iloanya1
179,,were also slaves throughout history.,[],[],0.0,WhitePeople,,,[],0,[],2018-02-20 22:54:51.270176,2387,TheFunEndsNow
180,,Don't forget what they didn't teach you in public school.,[],[],0.0,WhitePeople,,,[],1,[],2018-02-20 22:54:51.270176,2387,TheFunEndsNow
181,,Young people don't realize elderly citizens paid taxes over a lifetime.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.270768,1040,feliciaw5853
182,,They already paid in!,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:51.270768,1040,feliciaw5853
183,,Young people haven't!,[],[],0.0,nan,,,[],2,[],2018-02-20 22:54:51.270768,1040,feliciaw5853
184,,So do your damn part!,[],[],0.0,nan,,,[],3,[],2018-02-20 22:54:51.270768,1040,feliciaw5853
185,,Pure domination!,[],[],0.0,UFC211,,,[],0,[],2018-02-20 22:54:51.271677,2934,MMAHWatch
186,,FrankieEdgar reminds us that he's a straight BEAST!,[],[],0.0,UFC211,,BEAST::*7*||,[],1,[],2018-02-20 22:54:51.271677,2934,MMAHWatch
187,,Maxine Waters.,['maxine waters'],['maxine waters'],0.0,nan,,nan,['maxine waters'],0,[],2018-02-20 22:54:51.272366,18,thecircledancer
188,,Mam.,[],['maxine waters'],0.0,nan,,nan,['maxine waters'],1,[],2018-02-20 22:54:51.272366,18,thecircledancer
189,,Esq.,[],['maxine waters'],0.0,nan,,nan,['maxine waters'],2,[],2018-02-20 22:54:51.272366,18,thecircledancer
190,,Keep On.,[],['maxine waters'],0.0,nan,,nan,['maxine waters'],3,[],2018-02-20 22:54:51.272366,18,thecircledancer
191,,"Dogs Annoying Cats with Their Friendship ,,,",[],[],0.0,"Funnycat, adorable, WangoTango, UFC211",,Dogs Annoying Cats::*0*1*2*||Friendship::*5*||,['cats'],0,[],2018-02-20 22:54:51.272783,2018,sueskinner8591
192,,I got Maia right here.,['maia'],[],0.0,UFC211,,Maia::*2*||,"['maia', 'masvidal']",0,"['maia', 'masvidal.']",2018-02-20 22:54:51.273391,2717,TheJakeMitchell
193,,But the Scarface music is definitely a cool touch from Masvidal.,"['scarface', 'masvidal']",[],0.0,UFC211,,Scarface::*2*||Masvidal::*10*||,"['maia', 'masvidal']",1,"['maia', 'masvidal.']",2018-02-20 22:54:51.273391,2717,TheJakeMitchell
194,,My pick≡ƒñæ,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.274436,86,pammykaye
195,,People like you let Bill Clinton stay in the White House despite his despicable deeds.,['bill clinton. white house'],"['white house', 'bill clinton']",0.0,nan,,Bill Clinton::*4*5*||White House::*9*10*||,"['bill clinton', 'white house']",0,"['bill clinton', 'white house']",2018-02-20 22:54:51.274701,1009,USA_FortyFive
196,,You set a new standard for .,[],"['white house', 'bill clinton']",0.0,nan,,,"['bill clinton', 'white house']",1,"['bill clinton', 'white house']",2018-02-20 22:54:51.274701,1009,USA_FortyFive
197,,Live with it.,[],"['white house', 'bill clinton']",0.0,nan,,nan,"['bill clinton', 'white house']",2,"['bill clinton', 'white house']",2018-02-20 22:54:51.274701,1009,USA_FortyFive
198,,"Any Dear White People know where I can find some of that  ""PRIVILEGE"" at??",[],[],0.0,WhitePeople,,White People::*2*3*||PRIVILEGE::*12*||,[],0,[],2018-02-20 22:54:51.275830,2459,DeplorableKash
199,,"Niall performando ""Scared To Be Lonely"" (3)","['niall', 'scared to be lonely']",[],0.0,WangoTango,,Scared To Be Lonely::*2*3*4*5*||,[],0,['niall'],2018-02-20 22:54:51.276603,1747,jornawlz
200,,AWWW!,[],[],0.0,WangoTango,,nan,[],0,[],2018-02-20 22:54:51.277133,1887,buterabelxo
201,,@MileyCyrus &amp; @noahcyrus surprised their mom with a birthday cake at !,[],[],0.0,WangoTango,,,[],1,[],2018-02-20 22:54:51.277133,1887,buterabelxo
202,,SYRIA STUNT.,['syria'],"['russia', 'syria']",0.0,nan,,nan,"['syria', 'russia']",0,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
203,,B.S.,[],"['russia', 'syria']",0.0,nan,,nan,"['syria', 'russia']",1,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
204,,to distract from Russia  crimes.,['russia'],"['russia', 'syria']",0.0,nan,,Russia::*3*||,"['syria', 'russia']",2,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
205,,TRUMP STILL BEING CRIMINALLY INVESTIGATED.,['trump'],"['russia', 'syria']",0.0,nan,,nan,"['syria', 'russia']",3,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
206,,WAKE UP MSM.,['msm'],"['russia', 'syria']",0.0,nan,,nan,"['syria', 'russia']",4,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
207,,≡ƒì⌐≡ƒì┐≡ƒì⌐≡ƒì½,[],"['russia', 'syria']",0.0,nan,,,"['syria', 'russia']",5,"['syria', 'russia']",2018-02-20 22:54:51.277671,377,bonecho5
208,,Liam en el backstage de,['liam'],[],0.0,"WangoTango, WN1D",,,['liam'],0,['liam'],2018-02-20 22:54:51.278603,1772,arely_tb
209,,This belongs on .,[],[],0.0,"WhitePeople, WhitePeople",,,[],0,[],2018-02-20 22:54:51.278925,2546,MountainCrone
210,,Apparently if you know  benefit from white supremacy you hate white peopl…,[],[],0.0,"WhitePeople, WhitePeople",,,[],1,[],2018-02-20 22:54:51.278925,2546,MountainCrone
211,,Did Dana take that 200k bet...?,['dana'],[],0.0,UFC211,,Dana::*1*||200k::*4*||,['dana'],0,['dana'],2018-02-20 22:54:51.279536,2728,liteshots
212,,@MeganA_mma I'm a huge Maia fan but I'm nervous for sure.,['maia'],[],0.0,"UFC211, SignTheFeatherweights",,Maia::*4*||,['maia'],0,['maia'],2018-02-20 22:54:51.280139,2665,TheShaneRussell
213,,Spain: Muslims call for marriage to Christian women to strengthen Islam',"['spain', 'muslims', 'christian', 'islam']",['spain'],0.0,"Jihad, Eurovision",,Muslims::*1*||Christian::*6*||Islam::*10*||,"['spain', 'christian', 'strengthen islam']",0,[],2018-02-20 22:54:51.280714,1515,zlando
214,,"Lovely Owls ,,,",[],[],0.0,"Funnyanimal, funnyowl, WangoTango, UFC211",,Lovely Owls::*0*1*||,[],0,[],2018-02-20 22:54:51.281598,1856,lucasbaker7371
215,,@marklevinshow FBI  Hillary's Andrew McCabe was secretly working with  Lynch/Obama/Rice to spy on Donald Trump team VIA any means necessary!,"['fbi', 'hillary', 'andrew mccabe', 'lynch', 'obama', 'rice', 'trump', 'donald trump']","['andrew mccabe', 'fbi', 'carter page']",0.0,nan,,FBI Hillary's Andrew McCabe::*1*2*3*4*||Lynch::*9*||Obama::*10*||Rice::*11*||Donald Trump::*15*16*||,"['hillary', 'andrew mccabe', 'donald trump', 'carter page']",0,"['fbi', 'andrew mccabe', 'donald trump']",2018-02-20 22:54:51.282033,444,glennyork
216,,Carter Page,['carter page'],"['andrew mccabe', 'fbi', 'carter page']",0.0,nan,,nan,"['hillary', 'andrew mccabe', 'donald trump', 'carter page']",1,"['fbi', 'andrew mccabe', 'donald trump']",2018-02-20 22:54:51.282033,444,glennyork
217,,It's HILLARY🙄,['hillary'],[],0.0,idiot,,nan,[],0,[],2018-02-20 22:54:51.283413,2345,PersistResist00
218,,"@RichardGrenell ""Carter Page, PhD...""",['carter page'],[],0.0,nan,,Carter Page::*1*2*||PhD::*3*||,['carter page'],0,[],2018-02-20 22:54:51.283646,491,aqualad08
219,,【LINETheme】,[],[],0.0,"Castle, Devil",,nan,[],0,[],2018-02-20 22:54:51.284228,1499,CyakiZengo
220,,bat dances in the clouds and blue moonlight,[],[],0.0,"Castle, Devil",,,[],1,[],2018-02-20 22:54:51.284228,1499,CyakiZengo
221,,⬇【Store】,[],[],0.0,"Castle, Devil",,nan,[],2,[],2018-02-20 22:54:51.284228,1499,CyakiZengo
222,,The free market will fix the  disaster after the congress lifts the burden.,[],[],0.0,obamacare,,,[],0,[],2018-02-20 22:54:51.284772,699,_GriffTheGreat_
223,,"@ferree_g @_Makada_ Democrats tried to normalize hatred against whites for political power, that's what nappened.",['democrats'],[],0.0,nan,,Democrats::*2*||,[],0,[],2018-02-20 22:54:51.285285,2081,JizzCannon
224,,Right @johngreen?,[],[],0.0,nan,,,[],1,[],2018-02-20 22:54:51.285285,2081,JizzCannon
225,,"Niall cantando ""On The Loose"" esta tarden en el !","['niall cantando', 'on the loose']","['""on the loose""']",0.0,WangoTango,,On The Loose::*2*3*4*||,['on the loose'],0,['niall'],2018-02-20 22:54:51.286095,1581,America2372010
226,,"HE WAS SO NERVOUS THAT DAY,",[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.286665,2016,baeLucz
227,,I want to rip their stupid smiles off their smarmy faces.,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.286846,1021,mo0nbeam
228,,NOW CALL YOUR SENATORS.,['senators'],[],0.0,nan,,nan,[],1,[],2018-02-20 22:54:51.286846,1021,mo0nbeam
229,,@HaileeSteinfeld is seriously goals....and killing the outfit game,[],[],0.0,WangoTango,,,[],0,[],2018-02-20 22:54:51.287396,1774,onedire79089870
230,,10 points from Slovenia!,['slovenia'],['slovenia'],0.0,"Eurovision2017, Eurovision",,Slovenia::*3*||,['slovenia'],0,[],2018-02-20 22:54:51.287823,1480,Dean0909
231,,@Dean0909 is currently making a list of obscure countries to visit.,[],['slovenia'],0.0,"Eurovision2017, Eurovision",,,['slovenia'],1,[],2018-02-20 22:54:51.287823,1480,Dean0909
232,,This is huge.,[],['us'],0.0,nan,,,[],0,"['fisa', 'us']",2018-02-20 22:54:51.288579,25,racheline_m
233,,Bar for a FISA warrant targetting US person is knowingly acting as foreign agent in a way that violates,"['fisa', 'us']",['us'],0.0,nan,,FISA::*3*||US::*6*||,[],1,"['fisa', 'us']",2018-02-20 22:54:51.288579,25,racheline_m
234,,👏🏻👏🏻👏🏻 12 points,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.289533,1484,ShiniByakko
235,,We have so many questions,[],[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.289727,1104,DoctorWhooch
236,,Statement from @SenDeanHeller on .,[],[],0.0,AHCA,,,[],0,[],2018-02-20 22:54:51.290054,572,theschnittshow
237,,Not on board with current form.,[],[],0.0,AHCA,,,[],1,[],2018-02-20 22:54:51.290054,572,theschnittshow
238,,"Yodeling might be worst thing Europe created after Hitler, Mussolini, Imperialism, Antisemitism, Thatcher, Blair &amp; Theresa May","['yodeling', 'hitler', 'mussolini', 'imperialism', 'antisemitism', 'thatcher', 'blair', 'theresa may']","['blair', 'europe', 'hitler', 'theresa may', 'thatcher']",0.0,nan,,Europe::*5*||Hitler::*8*||Mussolini::*9*||Imperialism::*10*||Antisemitism::*11*||Thatcher::*12*||Blair::*13*||Theresa May::*15*16*||,"['europe', 'hitler', 'mussolini', 'imperialism', 'antisemitism', 'thatcher', 'blair', 'theresa may']",0,"['europe', 'theresa may']",2018-02-20 22:54:51.290594,1061,thebaklav
239,,Keep investigating TRAITOR TRUMP ties to Russia,"['trump', 'russia']",['russia'],0.0,nan,,TRAITOR TRUMP::*2*3*||Russia::*6*||,"['traitor trump', 'russia']",0,['russia'],2018-02-20 22:54:51.291958,483,margab18
240,,Did Carter Page have any dealings with Russia?,"['carter page', 'russia']","['carter page', 'russia']",0.0,nan,,Carter Page::*1*2*||Russia::*7*||,"['carter page', 'russia']",0,['carter page'],2018-02-20 22:54:51.292576,414,Miller_Hyatt
241,,"Jesus,  , you are embarrassing sometimes.",[],[],0.0,WhitePeople,,,['jesus'],0,[],2018-02-20 22:54:51.293185,2377,3illSweet
242,,"🎥 Niall at the 102.7 KIIS FM  in Carson, CA today!","['niall', 'carson', 'ca']",['102.7 kiis fm'],0.0,"VIDEO, WangoTango",,CA::*9*||,"['kiis fm', 'carson', 'ca']",0,"['niall', 'kiis fm']",2018-02-20 22:54:51.293639,1604,T_Horan13
243,,(May 13),[],['102.7 kiis fm'],0.0,"VIDEO, WangoTango",,nan,"['kiis fm', 'carson', 'ca']",1,"['niall', 'kiis fm']",2018-02-20 22:54:51.293639,1604,T_Horan13
244,,"@maroon5 with the Prince ""Let's Go Crazy"" cover.","['prince', ""let's go crazy""]","['""let\'s go crazy""', 'adam', 'the prince']",0.0,WangoTango,,Prince::*3*||Let's Go Crazy::*4*5*6*||,"['prince', 'adam']",0,[],2018-02-20 22:54:51.294432,1722,CainMcCoy
245,,I knew Adam's purple guitar meant something.,['adam'],"['""let\'s go crazy""', 'adam', 'the prince']",0.0,WangoTango,,Adam's::*2*||,"['prince', 'adam']",1,[],2018-02-20 22:54:51.294432,1722,CainMcCoy
246,,Yes.,[],"['""let\'s go crazy""', 'adam', 'the prince']",0.0,WangoTango,,nan,"['prince', 'adam']",2,[],2018-02-20 22:54:51.294432,1722,CainMcCoy
247,,.If only page could send tomahawks somewhere,"['page', 'tomahawks']",[],0.0,nan,,,[],0,[],2018-02-20 22:54:51.295576,285,sunnypeaceful01
248,,singing 'Hey Hey Goodbye' to  voting Republicans was unseemly.,['republicans'],[],0.0,"HouseDems, AHCA",,Hey Hey Goodbye::*1*2*3*||Republicans::*6*||,"['hey hey goodbye', 'voting republicans']",0,[],2018-02-20 22:54:51.295957,1015,WJ_Press
249,,"This is life &amp; death policy, not a political sporting event",[],[],0.0,"HouseDems, AHCA",,,"['hey hey goodbye', 'voting republicans']",1,[],2018-02-20 22:54:51.295957,1015,WJ_Press
250,,Shame!,[],[],0.0,nan,,nan,[],0,[],2018-02-20 22:54:51.296901,774,Treecy_WildTale
251,,ADAM LEVINE'S GUITAR SOLO JUST KILLED ME,['adam levine'],['adam levine'],0.0,WangoTango,,nan,['adam'],0,"[""adam levine's""]",2018-02-20 22:54:51.297118,2030,megan_wolo
252,,me being ignored by everyone in the group chat,[],[],0.0,Eurovision,,nan,[],0,[],2018-02-20 22:54:51.297299,1282,SladkoKotLimona
253,,IF LIAM PERFORMS WITH ZEDD,"['liam', 'zedd']",[],0.0,WangoTango,,nan,['if liam'],0,"['liam', 'zedd']",2018-02-20 22:54:51.297474,1847,devonkosa
254,,Darrell Issa will be remembered for putting the AHCA over the top.,"['darrell issa', 'ahca']",['darrell issa'],0.0,nan,,Darrell Issa::*0*1*||AHCA::*8*||,"['darrell issa', 'ahca']",0,"['darrell issa', 'ahca']",2018-02-20 22:54:51.297649,986,protestcards
255,,"Hopefully, one day he will be smart enough to regret it",[],['darrell issa'],0.0,nan,,,"['darrell issa', 'ahca']",1,"['darrell issa', 'ahca']",2018-02-20 22:54:51.297649,986,protestcards
256,,Here's the video of Miley &amp; Noah singing Happy Birthday to @tishcyrus 🎊🎂❤️,"['miley', 'noah']",[],0.0,nan,,Miley::*4*||Noah::*6*||Happy Birthday::*8*9*||,"['miley', 'noah']",0,['miley &amp; noah'],2018-02-20 22:54:51.298712,1987,khelms1998
257,,If I've learned anything from watching UFC for 10 years is that Brazilians really love early Linkin Park,"['ufc', 'brazillians', 'linkin park']",[],0.0,UFC211,,UFC::*6*||Brazilians::*12*||Linkin Park::*16*17*||,"['ufc', 'linkin park']",0,"['ufc', 'linkin park']",2018-02-20 22:54:51.299552,2906,DonTag78
258,,@PaxHart @jasoncamp2013 Wow!,[],"['doj', 'wow!']",0.0,nan,,,['carter page'],0,"['doj', 'fisa', 'carter']",2018-02-20 22:54:51.300463,474,SharinStone
259,,DOJ granted FISA warrant on Carter Page.,"['doj', 'fisa', 'carter page']","['doj', 'wow!']",0.0,nan,,FISA::*2*||Carter Page::*5*6*||,['carter page'],1,"['doj', 'fisa', 'carter']",2018-02-20 22:54:51.300463,474,SharinStone
260,,Collusion case tightening.,[],"['doj', 'wow!']",0.0,nan,,,['carter page'],2,"['doj', 'fisa', 'carter']",2018-02-20 22:54:51.300463,474,SharinStone
261,,I actually say this and shout it out of windows while riding through The District.,[],[],0.0,nan,,District::*14*||,['the district'],0,[],2018-02-20 22:54:51.301388,2237,AetherOfLove
262,,Gentrification is why Our girls are missing.. ..sooo...,['gentrification'],[],0.0,nan,,,['the district'],1,[],2018-02-20 22:54:51.301388,2237,AetherOfLove
263,,More each day: The United States Foreign Intelligence Surveillance Court investigated ex-Trump advisor Carter Page as a foreign agent.,"['united states foreign intelligence surveillance court', 'carter page']","['united states foreign intelligence surveillance court', 'advisor', 'carter page']",0.0,nan,,United States Foreign Intelligence Surveillance Court::*4*5*6*7*8*9*||Carter Page::*13*14*||,"['united states foreign intelligence surveillance court', 'carter page']",0,"['united states foreign intelligence surveillance court', 'carter page']",2018-02-20 22:54:51.302377,229,TEDX2000
264,,@FrankieEdgar literally mopped the mat with @panteraufc for two rounds!,[],[],0.0,"Levels, UFC211, UFC, MMA",,,[],0,[],2018-02-20 22:54:51.303301,2604,ram_ilan
265,,The most pure win in   that ever happened!,[],[],0.0,"Eurovision, Portugal",,,[],0,[],2018-02-20 22:54:51.303707,1156,nievessvictoria
266,,Masvidal really just walked out to the Scarface theme song,"['masvidal', 'scarface']",[],0.0,UFC211,,Scarface::*7*||,['the scarface'],0,['masvidal'],2018-02-20 22:54:51.304103,2986,hatespanos
