,TweetSentence,annotation,calai_candidates,entry_batch,hashtags,phase1Candidates,ritter_candidates,sentID,stanford_candidates,start_time,tweetID,user
121,Carter Page was being played by Russians.,"['carter page', 'russians']","['carter page', 'susan rice']",0.0,Day82,Carter Page::*0*1*||Russians::*6*||,"['trump', 'carter page', 'russians', 'susan rice']",1,"['trump', 'nunes', 'susan rice']",2019-01-27 13:18:16.756176,83,Gratkin
122,Nunes lied about Susan Rice,"['nunes', 'susan rice']","['carter page', 'susan rice']",0.0,Day82,Susan Rice::*3*4*||,"['trump', 'carter page', 'russians', 'susan rice']",2,"['trump', 'nunes', 'susan rice']",2019-01-27 13:18:16.756176,83,Gratkin
123,exactly,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:16.757626,84,alcamus
124,otoh what info could have been gleaned from this campaign nobody,[],[],0.0,nan,nan,[],1,[],2019-01-27 13:18:16.757626,84,alcamus
125,Whoa.,[],"['carter page', 'trump advisor', 'fbi']",0.0,"Inners, p2, TrumpRussia, tcot",nan,"['monitor fmr', 'carter page']",0,"['fbi', 'trump', 'carter page.']",2019-01-27 13:18:16.757846,85,craftyme25
126,@washingtonpost : FBI Granted FISA Warrant to Monitor Fmr.,[],"['carter page', 'trump advisor', 'fbi']",0.0,"Inners, p2, TrumpRussia, tcot",FBI Granted FISA Warrant::*2*3*4*5*||Monitor Fmr::*7*8*||,"['monitor fmr', 'carter page']",1,"['fbi', 'trump', 'carter page.']",2019-01-27 13:18:16.757846,85,craftyme25
127,Trump Advisor Carter Page.,"['fbi', 'fisa', 'trump', 'carter page']","['carter page', 'trump advisor', 'fbi']",0.0,"Inners, p2, TrumpRussia, tcot",nan,"['monitor fmr', 'carter page']",2,"['fbi', 'trump', 'carter page.']",2019-01-27 13:18:16.757846,85,craftyme25
128,My pick≡ƒñæ,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.758733,86,pammykaye
129,Carter Page about to be thrown under a bus so hard he'll wish he was flying United.,"['carter page', 'united']",['carter page'],0.0,nan,Carter Page::*0*1*||United::*16*||,['carter page'],0,['carter page'],2019-01-27 13:18:16.759010,87,JeffreySconce
130,"I would NEVER contradict, but, Sam Clovis??",['sam clovis'],['sam clovis'],0.0,nan,Sam Clovis::*5*6*||,['sam clovis'],0,[],2019-01-27 13:18:16.759832,88,ChristinLuvsSno
131,@yottapoint,[],['sam clovis'],0.0,nan,,['sam clovis'],1,[],2019-01-27 13:18:16.759832,88,ChristinLuvsSno
132,Oh boy.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.760508,89,wandsci
133,Carter Page,['carter page'],"['fbi', 'fisa judge']",0.0,nan,nan,['carter page'],0,['fbi'],2019-01-27 13:18:16.760778,90,unscriptedmike
134,FBI convinced FISA judge to provide warrant.,"['fbi', 'fisa']","['fbi', 'fisa judge']",0.0,nan,FISA::*2*||,['carter page'],1,['fbi'],2019-01-27 13:18:16.760778,90,unscriptedmike
135,Based on what?,[],"['fbi', 'fisa judge']",0.0,nan,nan,['carter page'],2,['fbi'],2019-01-27 13:18:16.760778,90,unscriptedmike
136,We don't know.,[],"['fbi', 'fisa judge']",0.0,nan,nan,['carter page'],3,['fbi'],2019-01-27 13:18:16.760778,90,unscriptedmike
137,is gonna get busted.,[],[],0.0,TeamTrumpRussia,,[],0,['whitehouse'],2019-01-27 13:18:16.761527,91,Mrsresistor
138,Oh dear....whatever will we do when the trash is taken out of the Whitehouse to the dump?,[],[],0.0,TeamTrumpRussia,Whitehouse::*14*||,[],1,['whitehouse'],2019-01-27 13:18:16.761527,91,Mrsresistor
139,Call HRC!!,['whitehouse'],[],0.0,TeamTrumpRussia,nan,[],2,['whitehouse'],2019-01-27 13:18:16.761527,91,Mrsresistor
140,We now return to our regularly scheduled programming.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.762518,92,RyGil01
141,What kinda crazy sh*t will Sean Spicer say to divert attention from this bombshell?,['sean spicer'],['sean spicer'],0.0,"TrumpRussiaCoverUp, 25TrumpNow",Sean Spicer::*5*6*||,['sean spicer'],0,['sean spicer'],2019-01-27 13:18:16.762911,93,25trumpnow
142,When are we gonna get the big news of russian collusion after a year of duplicitous wiretaps of Trump's entire team?,"['trump', 'russian']",[],0.0,nan,Trump's::*18*||,['trump'],0,[],2019-01-27 13:18:16.763603,94,Dont_be_a_dweeb
143,@selectedwisdom @washingtonpost it seems Trump's wiretapping accusation is an aggrandized truth-stretched variant of what happened to Page,"['trump', 'page']",[],0.0,nan,Trump's::*4*||Page::*16*||,['trump'],0,[],2019-01-27 13:18:16.764411,95,JennyGermaine
144,****FBI reportedly probed ex-Trump aide Carter Page during campaign****  via @nypost,"['fbi', 'carter page']","['carter page', 'fbi', 'aide']",0.0,nan,Carter Page::*5*6*||,['carter page'],0,['carter'],2019-01-27 13:18:16.765199,96,jerZboyUSA
145,FBI got FISA warrant 2 monitor Trump adviser Carter Page.,"['fbi', 'fisa', 'trump', 'carter page']","['carter page', 'monitor trump adviser', 'fbi', 'russia']",0.0,nan,FISA::*2*||Trump::*6*||Carter Page::*8*9*||,"['trump', 'carter page', 'russia']",0,"['fbi', 'fisa', 'trump', 'carter']",2019-01-27 13:18:16.765801,97,TVDExcel6
146,Why those connected 2 @POTUS also connected 2 Russia?,['russia'],"['carter page', 'monitor trump adviser', 'fbi', 'russia']",0.0,nan,2 Russia::*7*8*||,"['trump', 'carter page', 'russia']",1,"['fbi', 'fisa', 'trump', 'carter']",2019-01-27 13:18:16.765801,97,TVDExcel6
147,wow they had a warrant this is just like watergate,['watergate'],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:16.767217,98,UrbanAchievr
148,These Trump people have no shame.,['trump'],[],0.0,nan,Trump::*1*||,[],0,['trump'],2019-01-27 13:18:16.767401,99,rachelbailin
149,FBI obtained FISA warrant to monitor former Trump adviser Carter Page - Washington Post,"['fbi', 'fisa', 'trump', 'carter page', 'washington post']","['washington post', 'washington post', 'fbi', 'carter page', 'adviser']",0.0,"Davenport, Iowa",FISA::*2*||Trump::*7*||Carter Page::*9*10*||Washington Post::*12*13*||,"['fbi', 'trump', 'carter page', 'washington post']",0,"['fbi', 'fisa', 'trump', 'carter page - washington post']",2019-01-27 13:18:16.767848,100,DavenportIowaa
150,Washington Post FBI obtained FISA warrant to monitor former Trump adviser Carter Page Washington Post The FBIΓÇª,"['washington post', 'fbi', 'fisa', 'trump', 'carter page', 'washington post']","['washington post', 'fbi', 'fbi', 'carter page', 'adviser']",0.0,nan,Washington Post FBI::*0*1*2*||FISA::*4*||Trump::*9*||Carter Page Washington Post The FBI::*11*12*13*14*15*16*||,"['washington post', 'trump', 'carter page washington post the fbiγçª']",0,"['washington post fbi', 'fisa', 'trump', 'carter page washington post']",2019-01-27 13:18:16.768815,101,NewsToppers
151,"@ZZMAMA1 So, Carter Page and Spicer are having bad days...slmfao.","['carter page', 'spicer']",['carter page'],0.0,nan,Carter Page::*2*3*||Spicer::*5*||,"['carter page', 'spicer']",0,['spicer'],2019-01-27 13:18:16.769943,102,yynn6001
152,I mean...,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.770583,103,televisionwhore
153,@billbong9059 @realDonaldTrump FBI and the Justice Department obtained the warrant targeting Carter Page communications.,"['fbi', 'justice department', 'carter page']","['justice department', 'fbi']",0.0,nan,FBI::*2*||Justice Department::*5*6*||Carter Page::*11*12*||,"['justice department', 'carter page']",0,"['fbi', 'justice department']",2019-01-27 13:18:16.770850,104,christy_harlan
154,How'd they get that?Probable cause.,[],"['justice department', 'fbi']",0.0,nan,Probable::*4*||,"['justice department', 'carter page']",1,"['fbi', 'justice department']",2019-01-27 13:18:16.770850,104,christy_harlan
155,Im going to lose my mind cnn shows the spicer interview with wolf one more time.,"['cnn', 'spicer']",['carter page'],0.0,nan,,['carter page story'],0,[],2019-01-27 13:18:16.772197,105,anuj_pant6
156,Where the hell is carter page story?,['carter page'],['carter page'],0.0,nan,,['carter page story'],1,[],2019-01-27 13:18:16.772197,105,anuj_pant6
157,I think we discovered today that @seanspicer is a closet Nazi.,['nazi'],[],0.0,nan,Nazi::*10*||,['nazi'],0,[],2019-01-27 13:18:16.772996,106,kimijtoo
158,Small starter list of today's new swept under the magic carpet:,[],"['carter page', 'devin nunes']",0.0,nan,,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",0,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
159,1.,[],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",1,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
160,AG Sessions,[],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",2,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
161,2.,['ag sessions'],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",3,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
162,Carter Page,[],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",4,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
163,3.,['carter page'],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",5,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
164,Devin Nunes,[],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",6,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
165,Ketchup!,['devin nunes'],"['carter page', 'devin nunes']",0.0,nan,nan,"['ag sessions 2', 'carter page 3', 'devin nunes ketchup']",7,"['ag sessions', 'carter', 'devin nunes ketchup!']",2019-01-27 13:18:16.773650,107,Hartpolitics
166,A FISA warrant was granted for Carter Page huh???,"['fisa', 'carter page']",['carter page'],0.0,nan,FISA::*1*||Carter Page::*6*7*||,['carter page'],0,[],2019-01-27 13:18:16.774561,108,MarvB_
167,45* not looking good at all.,[],['carter page'],0.0,nan,,['carter page'],1,[],2019-01-27 13:18:16.774561,108,MarvB_
168,New details have emerged in  probes,[],[],0.0,TrumpRussia,,[],0,[],2019-01-27 13:18:16.775452,109,Amour_Beignets
169,Everything you said is true,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.775857,110,mary_sturino
170,Lock them all up!,[],[],0.0,"Trumprussia, RussiaGate",nan,"['flynn', 'page', 'trump']",0,[],2019-01-27 13:18:16.776184,111,BillCar62820023
171,"FLYNN, PAGE, TRUMP is responsible and should be impeached    GRRRR",['flynn'],[],0.0,"Trumprussia, RussiaGate",PAGE::*1*||TRUMP::*2*||,"['flynn', 'page', 'trump']",1,[],2019-01-27 13:18:16.776184,111,BillCar62820023
172,nothing to see here move along pay no attention to the man behind the curtain,[],[],0.0,nan,nan,[],0,[],2019-01-27 13:18:16.777100,112,LauraJSilverman
173,Weakness spreads like fear whenever any such piece fails,[],"['mr. asshole yellow', 'gen. flynn', 'gen.']",0.0,nan,,"['flynn', 'asshole yellow belly']",0,"['flynn', 'asshole yellow belly']",2019-01-27 13:18:16.777298,113,JerryLingle
174,That fear begets true confessions.,[],"['mr. asshole yellow', 'gen. flynn', 'gen.']",0.0,nan,,"['flynn', 'asshole yellow belly']",1,"['flynn', 'asshole yellow belly']",2019-01-27 13:18:16.777298,113,JerryLingle
175,Hallelujah Gen. Flynn - Mr. Asshole Yellow Belly,"['hallelujah', 'flynn', 'gen. flynn']","['mr. asshole yellow', 'gen. flynn', 'gen.']",0.0,nan,Hallelujah Gen. Flynn::*0*1*2*||Asshole Yellow Belly::*5*6*7*||,"['flynn', 'asshole yellow belly']",2,"['flynn', 'asshole yellow belly']",2019-01-27 13:18:16.777298,113,JerryLingle
176,Spicer owes Carter Page...,"['spicer', 'carter page']",['carter page'],0.0,nan,Carter Page::*2*3*||,"['spicer', 'carter page']",0,"['spicer', 'carter page...']",2019-01-27 13:18:16.778441,114,RockShrimp
177,It's just so fitting that Carter Page sounds like the name of a very lame James Bond ripoff character.,"['carter page', 'james bond']",['carter page'],0.0,nan,Carter Page::*5*6*||James Bond::*15*16*||,"['carter page', 'james bond']",0,"['carter page', 'james bond']",2019-01-27 13:18:16.778928,115,nmehranfar91
178,Maybe Obama is seeking asylum in Germany,"['obama', 'germany']",['germany'],0.0,nan,Obama::*1*||Germany::*6*||,"['obama', 'germany']",0,"['obama', 'germany']",2019-01-27 13:18:16.779780,116,cwa92464
179,"Wait, didn't @maddow crack this can of Carter Page open like, 3 weeks ago?",['carter page'],['carter page'],0.0,nan,Carter Page::*7*8*||,['carter page'],0,[],2019-01-27 13:18:16.780357,117,realdasein
180,Or someone else..?,[],['carter page'],0.0,nan,,['carter page'],1,[],2019-01-27 13:18:16.780357,117,realdasein
181,Let's stay focused on,[],[],0.0,"TrumpRussia, RussiaGate",,[],0,[],2019-01-27 13:18:16.781237,118,BCaliNYC
182,"Comey was doing all this during the time he dropped that Hillary letter on us, btw.","['comey', 'hillary']",[],0.0,nan,Hillary::*11*||,['hillary'],0,"['comey', 'hillary']",2019-01-27 13:18:16.781550,119,GottaLaff
183,Why did the FBI suppress the Carter Page story?,"['fbi', 'carter page']","['stupid email server', 'fbi']",0.0,nan,FBI::*3*||Carter Page::*6*7*||,['carter page'],0,['fbi'],2019-01-27 13:18:16.782254,120,RoguePOTUStaff
184,This is less important than a stupid email server??,[],"['stupid email server', 'fbi']",0.0,nan,,['carter page'],1,['fbi'],2019-01-27 13:18:16.782254,120,RoguePOTUStaff
185,Dude acts like he's on meth.,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.783195,121,palesnightngale
186,Sucky liar *and* a tweaker.,[],[],0.0,nan,,[],1,[],2019-01-27 13:18:16.783195,121,palesnightngale
187,Carter Page,['carter page'],['carter page'],0.0,nan,nan,['carter page'],0,['carter page'],2019-01-27 13:18:16.783767,122,mrKeithBrennan
188,"Many ""holy sh*t""s:",[],[],0.0,nan,,"['russian', 'trump']",0,"['trump', 'comey', 'hrc']",2019-01-27 13:18:16.783995,123,hslatkin
189,- probable cause that Russian agent was on Trump campaign,"['russian', 'trump']",[],0.0,nan,Russian::*4*||Trump::*8*||,"['russian', 'trump']",1,"['trump', 'comey', 'hrc']",2019-01-27 13:18:16.783995,123,hslatkin
190,"- Comey sat on this, made hay over HRC","['comey', 'hrc']",[],0.0,nan,Comey::*1*||HRC::*8*||,"['russian', 'trump']",2,"['trump', 'comey', 'hrc']",2019-01-27 13:18:16.783995,123,hslatkin
191,- Page sez he's like MLK,"['page', 'mlk']",[],0.0,nan,Page::*1*||MLK::*5*||,"['russian', 'trump']",3,"['trump', 'comey', 'hrc']",2019-01-27 13:18:16.783995,123,hslatkin
192,Trump has access to Intel.,['trump'],"['carter page', 'russia', 'intel']",0.0,inners,Intel::*4*||,"['trump', 'fisa warrant/carter page', 'russia']",0,"['trump', 'russia']",2019-01-27 13:18:16.785644,124,battletested5
193,He knew of FISA Warrant/Carter Page &amp; still said no when asked if his campaign was n contact w/ Russia,"['fisa', 'carter page', 'russia']","['carter page', 'russia', 'intel']",0.0,inners,FISA Warrant::*3*4*||Carter Page::*5*6*||Russia::*20*||,"['trump', 'fisa warrant/carter page', 'russia']",1,"['trump', 'russia']",2019-01-27 13:18:16.785644,124,battletested5
194,@AnnCoulter Wow let's talk about FISA that FBI took out on Carter Page 2016.,"['fisa', 'fbi', 'carter page']",['fbi'],0.0,nan,FISA::*5*||FBI::*7*||Carter Page 2016::*11*12*13*||,"['fbi', 'carter page']",0,['fbi'],2019-01-27 13:18:16.787060,125,llewis88
195,FBI was monitoring Carter Page WTF did Comey come up with those Bogus emails about Clinton @SMShow @OccupyDemocrats @JohnFugelsang @funder,"['fbi', 'carter page', 'comey', 'clinton']","['clinton', 'carter page', 'fbi']",0.0,nan,Carter Page::*3*4*||Comey::*7*||Bogus::*12*||Clinton::*15*||,"['fbi', 'carter page', 'clinton']",0,"['fbi', 'carter page wtf', 'comey', 'clinton']",2019-01-27 13:18:16.787930,126,montetjwitter11
196,****FBI obtained FISA warrant to monitor former Trump adviser Carter Page****,"['fbi', 'fisa', 'trump', 'carter page']","['fbi', 'carter page', 'adviser']",0.0,nan,FISA::*2*||Trump::*7*||Carter Page::*9*10*||,"['trump', 'carter page****']",0,"['fisa', 'trump', 'carter page****']",2019-01-27 13:18:16.788925,127,jerZboyUSA
197,@shaltsch Sam Clovis.,['sam clovis'],['sam clovis'],0.0,nan,Sam Clovis::*1*2*||,['sam clovis'],0,['sam clovis.'],2019-01-27 13:18:16.789765,128,ChristinLuvsSno
198,"Comey didn't announce this but on October 28, he went out of his way to announce the non-story of Clinton's emails","['comey', 'clinton']",['clinton'],0.0,nan,October 28::*6*7*||Clinton's::*19*||,['clinton'],0,[],2019-01-27 13:18:16.790175,129,kevinmartin823
199,...because he was a Russian agent.,[],[],0.0,TrumpRussia,Russian::*4*||,"['russian', 'trump']",0,[],2019-01-27 13:18:16.791075,130,GretchenVork
200,On Trump's campaign team.,['russian'],[],0.0,TrumpRussia,Trump's::*1*||,"['russian', 'trump']",1,[],2019-01-27 13:18:16.791075,130,GretchenVork
201,We just found out about FISA Warrant n Carter Page and this is the best @realDonaldTrump can come up with to distract?,"['fisa', 'carter page']",[],0.0,nan,FISA Warrant::*5*6*||Carter Page::*8*9*||,['carter page'],0,['carter page'],2019-01-27 13:18:16.791812,131,michaelclark50
202,Jail time,[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.792708,132,NazDreaming
203,"Let us not be distracted by ignorance, @PressSec",[],[],0.0,nan,,[],0,[],2019-01-27 13:18:16.792983,133,cthebones1
204,FBI had probable cause that Trump adviser Carter Page was acting as a foreign agent for Russia &amp; got a FISA warrant,"['fbi', 'trump', 'carter page', 'russia', 'fisa']","['carter page', 'trump adviser', 'fbi']",0.0,nan,Trump::*5*||Carter Page::*7*8*||Russia::*16*||FISA::*20*||,"['trump', 'carter page', 'russia']",0,"['fbi', 'trump', 'carter page', 'russia']",2019-01-27 13:18:16.793380,134,LauraJSilverman
205,Whichever one doesnt want to be thrown from a building or poisoned,[],[],0.0,"racetowitsec, kremlinklan, putinspuppet",,[],0,[],2019-01-27 13:18:16.794436,135,coachcommnsense
206,A warrant was issued to FBI last summer to monitor Carter Page who was acting as an agent of Russia,"['fbi', 'carter page', 'russia']","['carter page', 'fbi', 'russia']",0.0,nan,FBI::*5*||Carter Page::*10*11*||Russia::*19*||,"['fbi', 'carter page', 'russia']",0,"['fbi', 'carter page', 'russia']",2019-01-27 13:18:16.794940,136,Anti_DJTrump
207,@JoeNBC PUTIN Puppet Show Is Now.,['putin'],"['judy without', 'carter page']",0.0,nan,PUTIN Puppet Show::*1*2*3*||,"['putin puppet show', 'judy', 'carter page', 'janesville wi']",0,['janesville wi'],2019-01-27 13:18:16.795928,137,Bulldawg2482
208,...Punch &amp; Judy Without the Humor.,[],"['judy without', 'carter page']",0.0,nan,Judy::*2*||Humor::*5*||,"['putin puppet show', 'judy', 'carter page', 'janesville wi']",1,['janesville wi'],2019-01-27 13:18:16.795928,137,Bulldawg2482
209,...Was Carter Page in Janesville WI in September?,['judy'],"['judy without', 'carter page']",0.0,nan,nan,"['putin puppet show', 'judy', 'carter page', 'janesville wi']",2,['janesville wi'],2019-01-27 13:18:16.795928,137,Bulldawg2482
210,Simple Question Yes or No,"['carter page', 'janesville']","['judy without', 'carter page']",0.0,nan,nan,"['putin puppet show', 'judy', 'carter page', 'janesville wi']",3,['janesville wi'],2019-01-27 13:18:16.795928,137,Bulldawg2482
